Position,Track Name,Artist,Streams,URL,trackID
1,ROCKSTAR (feat. Roddy Ricch),DaBaby,4926196,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,7ytR5pFWmSjzHJIeQkgog4
2,Savage Love (Laxed - Siren Beat),Jawsh 685,4563532,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,1xQ6trAsedVPCdbtDAmk0c
3,Blinding Lights,The Weeknd,4115479,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b
4,Come & Go (with Marshmello),Juice WRLD,4020973,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr,7y7w4tl4MaRC2UMEj1mPtr
5,Watermelon Sugar,Harry Styles,3516892,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6UelLqGlWMcVH1E5c4H7lY
6,Roses - Imanbek Remix,SAINt JHN,3370337,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,24Yi9hE78yPEbZ4kxyoXAI
7,Wishing Well,Juice WRLD,3147217,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb,6o3QUC5oAE4g6WxRIFcZtb
8,Life's A Mess (feat. Halsey),Juice WRLD,3035381,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd,4h5N4KyWZMtpeH9vhXSXjd
9,Conversations,Juice WRLD,2920933,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P,2fZTS0VboxRpF0FdfY7E5P
10,Breaking Me,Topic,2581625,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,3H7ihDc1dqLriiWXwsc2po
11,death bed (coffee for your head),Powfu,2558047,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,7eJMfftS33KTjuF7lTsMCx
12,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2549995,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se,66FgjA5ZQJJuypFG1bc8se
13,Rain On Me (with Ariana Grande),Lady Gaga,2533275,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,7ju97lgwC2rKQ6wwsf9no9
14,How You Like That,BLACKPINK,2446526,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,3vAn0qZzdyuHamcrpkfiX3
15,Dance Monkey,Tones And I,2432959,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku
16,Righteous,Juice WRLD,2411620,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J,615vw74T1NebV8pKoutm2J
17,ily (i love you baby) (feat. Emilee),Surf Mesa,2318521,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,62aP9fBQKYKxi7PDXwcUAS
18,Toosie Slide,Drake,2309712,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,466cKvZn1j45IpxDdYZqdA
19,La Jeepeta - Remix,Nio Garcia,2305069,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70,1mohfLaTJtB2RplHLQVM70
20,Break My Heart,Dua Lipa,2187770,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,017PF4Q3l4DBUiWoXk4OWT
21,Don't Start Now,Dua Lipa,2187636,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,3PfIrDoz19wz7qK7tYeu62
22,Blueberry Faygo,Lil Mosey,2112798,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,22LAwLoDA5b4AaGSkg6bKW
23,Party Girl,StaySolidRocky,2029768,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,5RqR4ZCCKJDcBLIn4sih9l
24,MAMACITA,Black Eyed Peas,2004668,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3,24IgCW19L8lXKyFZwzFtD3
25,Titanic,Juice WRLD,1982318,https://open.spotify.com/track/1QoG0Yqz1onMsdbOibZVke,1QoG0Yqz1onMsdbOibZVke
26,Stuck with U (with Justin Bieber),Ariana Grande,1934669,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,4HBZA5flZLE435QTztThqH
27,Blood On My Jeans,Juice WRLD,1907227,https://open.spotify.com/track/3MmCFghNjzZMn3HKqbVizn,3MmCFghNjzZMn3HKqbVizn
28,Bad Energy,Juice WRLD,1903520,https://open.spotify.com/track/0JoWBcL61YWLXM5vW0YTHO,0JoWBcL61YWLXM5vW0YTHO
29,Relación,Sech,1900649,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ,3ZG8N7aWw2meb6UrI5ZmnZ
30,TKN (feat. Travis Scott),ROSALÍA,1833314,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,4w47S36wQGBhGg073q3nt7
31,Someone You Loved,Lewis Capaldi,1829492,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf
32,Supalonely,BENEE,1825754,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,4nK5YrxbMGZstTLbvj6Gxw
33,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1797607,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,2MbdDtCv5LUVjYy9RuGTgC
34,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,1777203,https://open.spotify.com/track/7iIzwqG5UxPYwTYUUK4pzU,7iIzwqG5UxPYwTYUUK4pzU
35,Stay High,Juice WRLD,1733852,https://open.spotify.com/track/1AnkdcHl86kEhDvhaKDuIe,1AnkdcHl86kEhDvhaKDuIe
36,Fighting Demons,Juice WRLD,1727244,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4,0jo6Nd4iJU0UFHqS0Xd4l4
37,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1705391,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,1H7KnK26kc1YyellpbINEn
38,The Box,Roddy Ricch,1701040,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I
39,Caramelo,Ozuna,1689712,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG,3gD4J3RUHy4OUuZ3qAiaiG
40,Intentions (feat. Quavo),Justin Bieber,1653491,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,4umIPjkehX1r7uhmGvXiSV
41,Up Up And Away,Juice WRLD,1649633,https://open.spotify.com/track/5lcIegmdblnWqT9nS9EhZj,5lcIegmdblnWqT9nS9EhZj
42,Before You Go,Lewis Capaldi,1639070,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2gMXnyrvIjhVBUZwvLZDMP
43,Screw Juice,Juice WRLD,1633924,https://open.spotify.com/track/2XSO13Gyndo7MDdtYibIxO,2XSO13Gyndo7MDdtYibIxO
44,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1626680,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,0PvFJmanyNQMseIFrU708S
45,Sunday Best,Surfaces,1530524,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,1Cv1YLb4q0RzL6pybtaMLo
46,I Want It,Juice WRLD,1528332,https://open.spotify.com/track/6RsRMf9e4KUyo3MecGffNL,6RsRMf9e4KUyo3MecGffNL
47,Can't Die,Juice WRLD,1495631,https://open.spotify.com/track/6DuHcOuuGWXNvF3uocsrBa,6DuHcOuuGWXNvF3uocsrBa
48,Man Of The Year,Juice WRLD,1488867,https://open.spotify.com/track/1uA914Md6wsy9NDryyBypH,1uA914Md6wsy9NDryyBypH
49,Tusa,KAROL G,1473595,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,7k4t7uLgtOxPwTpFmtJNTY
50,THE SCOTTS,THE SCOTTS,1455700,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,39Yp9wwQiSRIDOvrVg7mbk
51,Hasta Que Dios Diga,Anuel AA,1448677,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,06s3QtMJVXw1AJX3UfvZG1
52,Say So,Doja Cat,1431535,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,3Dv1eDb0MEgF93GpLXlucZ
53,Circles,Post Malone,1387054,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb
54,In Your Eyes,The Weeknd,1373702,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,7szuecWAPwGoV1e5vGu8tl
55,Be Kind (with Halsey),Marshmello,1352668,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,3Z8FwOEN59mRMxDCtb8N0A
56,Savage Remix (feat. Beyoncé),Megan Thee Stallion,1343733,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,5v4GgrXPMghOnBBLmveLac
57,Señorita,Shawn Mendes,1330827,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2
58,La Curiosidad,Jay Wheeler,1327919,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,4HYDUMY0xSpeBr0AMY9cUz
59,Falling,Trevor Daniel,1327447,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,2rRJrJEo19S2J82BDsQ3F7
60,Kings & Queens,Ava Max,1322357,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,76nqCfJOcFFWBJN32PAksn
61,goosebumps,Travis Scott,1313287,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2
62,GOOBA,6ix9ine,1303147,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,4NhDYoQTYCdWHTvlbGVgwo
63,Play Date,Melanie Martinez,1294597,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,4DpNNXFMMxQEKl7r0ykkWA
64,Adore You,Harry Styles,1291511,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,3jjujdWJ72nww5eGnfs2E7
