Position,Track Name,Artist,Streams,URL,trackID
1,Dance Monkey,Tones And I,7708613,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku
2,The Box,Roddy Ricch,6081134,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I
3,Yummy,Justin Bieber,5464582,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,41L3O37CECZt3N7ziG2z7l
4,Life Is Good (feat. Drake),Future,5288842,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,5yY9lUy8nbvjM1Uyo1Uqoc
5,ROXANNE,Arizona Zervas,4983244,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK
6,Tusa,KAROL G,4664928,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,7k4t7uLgtOxPwTpFmtJNTY
7,Blinding Lights,The Weeknd,4396846,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,0sf12qNH5qcw8qpgymFOqD
8,Don't Start Now,Dua Lipa,4147421,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,6WrI0LAC5M1Rw2MnX2ZvEg
9,Falling,Trevor Daniel,4080717,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,4TnjEaWOeW0eKTKIEvJyCa
10,Memories,Maroon 5,3816068,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM
11,Circles,Post Malone,3633285,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb
12,Rare,Selena Gomez,3419936,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,7HMmFQsKsljwTw8bS7lu19
13,Lose You To Love Me,Selena Gomez,3269264,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,4l0Mvzj72xxOpRrp6h8nHi
14,everything i wanted,Billie Eilish,3155236,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,3ZCTVFBt2Brf31RLEnCkWJ
15,RITMO (Bad Boys For Life),Black Eyed Peas,3153975,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,6cy3ki60hLwimwIje7tALf
16,Señorita,Shawn Mendes,3126374,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2
17,Someone You Loved,Lewis Capaldi,2770500,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf
18,Good News,Mac Miller,2656235,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,3ClBKQkKoaUQ6UOhe2xlJK
19,bad guy,Billie Eilish,2530115,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m
20,Adore You,Harry Styles,2523768,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,3jjujdWJ72nww5eGnfs2E7
21,My Oh My (feat. DaBaby),Camila Cabello,2501073,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K
22,hot girl bummer,blackbear,2307264,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku
23,Vete,Bad Bunny,2210934,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,5DxXgozhkPLgrbKFY91w0c
24,BOP,DaBaby,2203375,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,6Ozh9Ok6h4Oi1wUSLtBseN
25,Ride It,Regard,2191794,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2tnVG71enUj33Ic2nFN6kZ
26,You should be sad,Halsey,2048268,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao,2usxQITOSDqvkYiI0oIwao
27,Sigues Con El,Dímelo Flow,1994504,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,7sQKy5vlPQllr0k9IjYJv3
28,Watermelon Sugar,Harry Styles,1939236,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6UelLqGlWMcVH1E5c4H7lY
29,China,Anuel AA,1919455,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2ksOAxtIxY8yElEWw8RhgK
30,HIGHEST IN THE ROOM,Travis Scott,1911430,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,3eekarcy7kvN4yt5ZFzltW
31,Before You Go,Lewis Capaldi,1883507,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2gMXnyrvIjhVBUZwvLZDMP
32,Fantasias,Rauw Alejandro,1879322,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,6mAN61JH0dzyZpWslS11jy
33,No Idea,Don Toliver,1871325,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,3VyjsVV24RmBIbWJAeUJNu
34,I Don't Care (with Justin Bieber),Ed Sheeran,1843773,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,0hVXuCcriWRGvwMV1r5Yn9
35,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1837093,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY
36,Ayy Macarena,Tyga,1836823,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,6LcauUZjF1eXQrgqMUecHX
