Position,Track Name,Artist,Streams,URL,trackID
1,Mood (feat. iann dior),24kGoldn,6085202,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,3tjFYV6RSFtuktYl3ZtYcq
2,WAP (feat. Megan Thee Stallion),Cardi B,5074624,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,4Oun2ylbjFKMPTiaSbbCih
3,Lovesick Girls,BLACKPINK,4880132,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,4Ws314Ylb27BVsvlZOy30C
4,Bet You Wanna (feat. Cardi B),BLACKPINK,4712901,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe,7iAgNZdotu40NwtoIWJHFe
5,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,4499259,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,7hxHWCCAIIxFLCzvDgnQHX
6,Dynamite,BTS,4480389,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,0t1kP63rueHleOhQkYSXFY
7,Hawái,Maluma,4271079,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,1yoMvmasuxZfqHEipJhRbp
8,Pretty Savage,BLACKPINK,4007555,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,1XnpzbOGptRwfJhZgLbmSr
9,Runnin,21 Savage,3744137,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,5SWnsxjhdcEDc7LJjq9UHk
10,Ice Cream (with Selena Gomez),BLACKPINK,3616886,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,4JUPEh2DVSXFGExu4Uxevz
11,Blinding Lights,The Weeknd,3590250,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b
12,Holy (feat. Chance The Rapper),Justin Bieber,3587561,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,5u1n1kITHCxxp8twBcZxWy
13,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3541237,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,0PvFJmanyNQMseIFrU708S
14,Mr. Right Now (feat. Drake),21 Savage,3492862,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj,4Q34FP1AT7GEl9oLgNtiWj
15,Watermelon Sugar,Harry Styles,3452914,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6UelLqGlWMcVH1E5c4H7lY
16,Wonder,Shawn Mendes,3415334,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,5KCbr5ndeby4y4ggthdiAb
17,Crazy Over You,BLACKPINK,3398836,https://open.spotify.com/track/7qq0EOPW4RRlqdvMBmdd73,7qq0EOPW4RRlqdvMBmdd73
18,Love To Hate Me,BLACKPINK,3195428,https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ,7iKDsPfLT0d5mu2htfMKBZ
19,How You Like That,BLACKPINK,3117354,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,4SFknyjLcyTLJFPKD2m96o
20,Head & Heart (feat. MNEK),Joel Corry,3089585,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,6cx06DFPPHchuUAcTxznu9
21,ROCKSTAR (feat. Roddy Ricch),DaBaby,2958514,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,7ytR5pFWmSjzHJIeQkgog4
22,Savage Love (Laxed - Siren Beat),Jawsh 685,2951515,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,1xQ6trAsedVPCdbtDAmk0c
23,Laugh Now Cry Later (feat. Lil Durk),Drake,2929070,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2SAqBLGA283SUiwJ3xOUVI
24,Glock In My Lap,21 Savage,2879811,https://open.spotify.com/track/6pcywuOeGGWeOQzdUyti6k,6pcywuOeGGWeOQzdUyti6k
25,You Never Know,BLACKPINK,2847863,https://open.spotify.com/track/39kzWAiVPpycdMpr745oPj,39kzWAiVPpycdMpr745oPj
26,What You Know Bout Love,Pop Smoke,2791685,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,1tkg4EHVoqnhR6iFEXb60y
27,you broke me first,Tate McRae,2664506,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,45bE4HXI0AwGZXfZtMp8JR
28,Relación - Remix,Sech,2601632,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,35UUpTmrcFXNIVIN26ujXl
29,Rich Nigga Shit (feat. Young Thug),21 Savage,2554229,https://open.spotify.com/track/3ruoIF2UnoXdzK8mR61ebq,3ruoIF2UnoXdzK8mR61ebq
30,Heather,Conan Gray,2445386,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,4xqrdfXkTW4T0RauPLv3WA
31,Roses - Imanbek Remix,SAINt JHN,2380185,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2Wo6QQD1KMDWeFkkjLqwx5
32,Slidin,21 Savage,2353215,https://open.spotify.com/track/7fxSLnklnayJNBIKntXedZ,7fxSLnklnayJNBIKntXedZ
33,Many Men,21 Savage,2351039,https://open.spotify.com/track/3CDVMejYHnB1SkEEx0T1N4,3CDVMejYHnB1SkEEx0T1N4
34,POPSTAR (feat. Drake),DJ Khaled,2337732,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,6EDO9iiTtwNv6waLwa1UUq
35,Breaking Me,Topic,2225249,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,3H7ihDc1dqLriiWXwsc2po
36,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2206473,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,0EhpEsp4L0oRGM0vmeaN5e
37,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,2182216,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL,4TgxFMOn5yoESW6zCidCXL
38,La Curiosidad,Jay Wheeler,2134357,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,4HYDUMY0xSpeBr0AMY9cUz
39,"Ay, DiOs Mío!",KAROL G,2117674,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,7x4ASXYEKfQBCewcZhK776
40,Take You Dancing,Jason Derulo,2026190,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,59qrUpoplZxbIZxk6X0Bm3
41,Outta Time (feat. Drake),Bryson Tiller,2024835,https://open.spotify.com/track/4SCnCPOUOUXUmCX2uHb3r7,4SCnCPOUOUXUmCX2uHb3r7
42,Mood Swings (feat. Lil Tjay),Pop Smoke,2010792,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,5rZlwNFl01HqLWBQGryKSm
43,Someone You Loved,Lewis Capaldi,2009245,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf
44,Dance Monkey,Tones And I,1962222,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku
45,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,1959663,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,4jVBIpuOiMj1crqd8LoCrJ
46,Put Your Records On,Ritt Momney,1955828,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,6AGOKlMZWLCaEJGnaROtF9
47,Tattoo - Remix with Camilo,Rauw Alejandro,1889659,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S,4ZRrLHqzhGRXYj2qcB4s5S
48,Come & Go (with Marshmello),Juice WRLD,1876830,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG
49,Midnight Sky,Miley Cyrus,1872299,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,27ycaQnQAxaPiyeg3nr2aB
50,Snitches & Rats (feat. Young Nudy),21 Savage,1846712,https://open.spotify.com/track/3WaDoMDQRqDdgtCDLxanpN,3WaDoMDQRqDdgtCDLxanpN
51,Before You Go,Lewis Capaldi,1834024,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2gMXnyrvIjhVBUZwvLZDMP
52,My Dawg,21 Savage,1819092,https://open.spotify.com/track/42Tohunwlh34o0mgxYx5iq,42Tohunwlh34o0mgxYx5iq
53,La Tóxica,Farruko,1815610,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,15OjBeqNX3bShsGYQbteRv
54,Intro,21 Savage,1805509,https://open.spotify.com/track/5UpXJ75CXod4PCoBQP6MAP,5UpXJ75CXod4PCoBQP6MAP
55,Vida de Rico,Camilo,1804880,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F,73nAK3HgQK8dak83Y2WQ8F
56,La Jeepeta - Remix,Nio Garcia,1777644,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,6bvfJf4KjonPMuPfGfy3S2
57,my ex's best friend (with blackbear),Machine Gun Kelly,1733998,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,7kDUspsoYfLkWnZR7qwHZl
58,Despeinada,Ozuna,1717442,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC,0JAZWvvqttGFm4UMDsPQXC
59,death bed (coffee for your head),Powfu,1701937,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,7eJMfftS33KTjuF7lTsMCx
60,Brand New Draco,21 Savage,1698056,https://open.spotify.com/track/4V9ynsDPwHtdItksqjuRu0,4V9ynsDPwHtdItksqjuRu0
61,Caramelo,Ozuna,1685136,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo,5Jm4w8jmPEBTLjI9vH4fXo
62,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1671429,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,2MbdDtCv5LUVjYy9RuGTgC
63,Wishing Well,Juice WRLD,1644945,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,2U5WueTLIK5WJLD7mvDODv
64,Se Te Nota (with Guaynaa),Lele Pons,1625263,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,11EnQRgRMJwMAesfkB5pnu
65,Don't Start Now,Dua Lipa,1620584,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,3PfIrDoz19wz7qK7tYeu62
66,Snitches & Rats (Interlude),21 Savage,1581998,https://open.spotify.com/track/2y3mrzWEWaAFqb2jf5fED8,2y3mrzWEWaAFqb2jf5fED8
67,Mi Cuarto,Jerry Di,1553426,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,6fmQjRuo7XvRFCK2qex5hQ
68,Go Crazy,Chris Brown,1548514,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,1IIKrJVP1C9N7iPtG6eOsK
69,Rain On Me (with Ariana Grande),Lady Gaga,1546845,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,7ju97lgwC2rKQ6wwsf9no9
70,Steppin On Niggas,21 Savage,1534536,https://open.spotify.com/track/7FtZFla3ZH6PqsAJ9MvVCM,7FtZFla3ZH6PqsAJ9MvVCM
