Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Label,Genre
"Sophie Calle Private Game/Every Person Is A Pussy, Every Pussy Is A Star!",of Montreal,0.703,0.719,6,-6.257,0,0.0277,0.024,1.35E-05,0.238,0.466,97,488840,4,0,"alternative dance,alternative rock,anti-folk,art pop,athens indie,baroque pop,dance-punk,e6fi,freak folk,indie pop,indie rock,modern rock,new rave"
Hari Narayan,Alice Coltrane,0.205,0.55,5,-11.976,1,0.0387,0.0794,0.935,0.194,0.159,116.912,278253,4,0,"jazz,free+jazz,avant-garde,experimental,psychedelic,jazz,free+jazz,avant-garde"
A Boy Brushed Red Living In Black And White - Acoustic,Underoath,0.324,0.836,0,-6.245,1,0.0473,0.00522,0.00522,0.181,0.311,78.709,287267,4,0,"post-hardcore,screamo,metalcore,hardcore,post-hardcore,screamo,metalcore"
If You Loved Me Before…,Cass McCombs,0.52,0.318,9,-13.285,1,0.0335,0.965,0.616,0.138,0.232,72.229,235747,4,0,"folk,singer-songwriter,indie,2015,alternative,folk,singer-songwriter,indie"
Portrait of Jenny,Wynton Kelly,0.42,0.136,0,-16.439,0,0.0434,0.907,0.568,0.119,0.228,178.975,278907,3,0,"piano,names,jazz,piano,jazz+piano"
Hard to Beat,Hard-FI,0.56,0.841,10,-4.532,1,0.0664,0.00191,5.33E-06,0.182,0.78,125.219,253307,4,0,"indie,indie+rock,rock,britpop,alternative,indie,indie+rock,british"
Black Mass,Destruction,0.397,0.992,7,-3.149,1,0.202,8.14E-06,0.645,0.312,0.373,178.995,239813,4,0,"thrash+metal,metal,thrash+metal,metal,german"
Bone Dry,Tristam,0.553,0.857,11,-5.901,1,0.265,0.372,0.000314,0.0727,0.318,159.997,285000,4,0,"dubstep,electronic,electro,dubstep,electronic,electro"
Get Home,Sarah Slean,0.515,0.312,0,-9.343,1,0.0306,0.55,0,0.236,0.186,121.298,221240,4,0,"sad,beautiful,singer-songwriter,folk,female+vocalists,singer-songwriter,piano"
A Christmas Round,John Tavener,0.131,0.0742,6,-30.273,0,0.035,0.966,0.769,0.207,0.115,89.3,100000,3,0,"contemporary+classical,classical,composers,sacred,contemporary+classical,classical,composers"
Fade II Black - Cevin Fisher Re-Edit,Kings Of Tomorrow,0.869,0.981,1,-4.818,1,0.0732,1.33E-05,0.463,0.0812,0.407,124.975,377560,4,0,"house,deep+house,soulful+house,electronic,house,deep+house,soulful+house"
Gristle Licker,Cattle Decapitation,0.231,0.991,11,-4.075,1,0.162,3.81E-05,0.488,0.779,0.299,149.714,294347,4,0,"death+metal,metal,technical+death+metal,brutal+death+metal,deathgrind,grindcore,death+metal,deathgrind"
Majesty - Instrumental,Rivers & Robots,0.378,0.0403,7,-21.838,1,0.0358,0.989,0.872,0.113,0.21,135.085,130227,4,0,"indie,folk,worship,electronic,indie,folk,worship"
Become Real,Ital Tek,0.18,0.822,5,-14.248,0,0.0386,0.0542,0.782,0.108,0.0368,139.626,300960,3,0,"dubstep,idm,electronic,2018,experimental,dubstep,idm,electronic"
Battements Tendus 1 (Slow),Tanya Gordon,0.409,0.155,5,-18.084,1,0.0518,0.992,0.893,0.134,0.63,79.136,110250,4,0,ballet class
Strangers from the Sky - Single Version,Kim Fowley,0.339,0.792,8,-8.803,0,0.228,0.386,2.84E-06,0.376,0.443,141.326,176947,4,0,"garage+rock,psychedelic+rock,psychedelic,60s,rock,garage+rock,psychedelic+rock,psychedelic"
Doom over Valiria,Narrow House,0.392,0.406,0,-8.129,0,0.0315,0.15,0.891,0.121,0.241,160.01,128625,4,0,"doom+metal,funeral+doom+metal,funeral+doom,2014,ukrainian+doom+metal,funeral+doom+metal,funeral+doom,ukrainian+doom+metal"
Ultimate Black Metal,Lingua Nada,0.331,0.68,7,-8.591,1,0.0911,0.225,0.828,0.329,0.387,130.099,294750,4,0,"math+rock,post-hardcore,noise+rock,shoegaze,emo,math+rock,post-hardcore,noise+rock"
Cramp Your Style,Breakestra,0.761,0.845,1,-7.016,1,0.0776,0.148,0.00111,0.237,0.781,110.692,126000,4,0,"funk,test,top+rated+tracks,funk,jazz,soul"
GRADE,Dean Blunt,0.174,0.53,2,-10.318,0,0.0323,0.0153,0.766,0.108,0.0373,90.333,284947,4,0,"electronic,jazz,sax,dreamy,4+stars,experimental,lo-fi,avant-garde"
"Song Of The Sea (Lullaby) - From ""Song Of The Sea""",Nolwenn Leroy,0.325,0.315,0,-10.898,1,0.0331,0.635,8.45E-05,0.116,0.137,95.998,227400,3,0,"french,pop,female+vocalists,chanson+francaise,french,pop,female+vocalists"
Couleur,Dub Inc.,0.787,0.721,11,-6.164,0,0.146,0.0624,0,0.164,0.865,79.946,274135,4,0,"electro-pop francais,french indie pop,french indietronica,french psychedelic,new french touch"
Country Livin',The Lacs,0.692,0.902,5,-5.013,1,0.159,0.155,0,0.144,0.724,156.88,239851,4,0,"country,country+rap,hick+hop,beer,country,country+rap,hick+hop"
Punk Rawk Christmas,MxPx,0.486,0.969,9,-4.457,1,0.0739,0.0108,0,0.0876,0.827,148.067,200573,4,0,"weihnachten,punk+rock,christmas,x-mas,punk+rock,pop+punk,punk"
"Never Created, Never Destroyed",Jlin,0.87,0.386,7,-8.081,1,0.464,0.000628,0.225,0.0322,0.734,157.845,211711,3,0,"footwork,trap,footwork,juke,electronic"
The Metal East,Lightning Bolt,0.146,0.991,1,-2.148,1,0.19,1.19E-05,0.772,0.368,0.387,182.678,252657,4,0,"noise+rock,4+stars,2015,noise+rock,experimental,noise"
Bass Music,Trap City,0.404,0.761,2,-6.966,1,0.0815,0.0148,0.407,0.082,0.131,138.888,545071,4,0,"remix,trap,remix,trap"
Beautiful Day - Blue Note Version,Gare Du Nord,0.672,0.798,7,-6.349,0,0.0538,0.167,1.29E-05,0.233,0.568,125.983,221600,4,0,"jazz,lounge,chillout,downtempo,electronic,lounge,jazz,chillout"
The End Is Near,Street to the Ocean,0.412,0.955,2,-4.662,0,0.052,2.64E-05,0.707,0.158,0.459,160.002,348413,4,0,"metalcore,deathcore,metalcore,deathcore"
Stumble,Kraak & Smaak,0.665,0.549,7,-11.388,0,0.0458,0.0917,0.557,0.0583,0.217,91.036,270720,4,0,"electronic,funk,dance,house,dutch,electronic,funk,dance"
Corrido De Juanito,Calibre 50,0.774,0.603,3,-4.424,1,0.0409,0.455,0,0.0901,0.759,97.58,261973,3,0,"all,latin,all,latin,banda"
Midlife Punk's Dilemma,Monkey Business,0.658,0.649,10,-6.123,0,0.0957,0.00956,0.00954,0.243,0.433,79.99,296553,4,0,"czech,funk,funky,electronic,alternative,czech,funk,funky"
Room 26,The Profane,0.408,0.975,1,-4.297,1,0.076,0.000415,0.00604,0.326,0.479,89.156,186912,4,0,"death+n+roll,death+metal,death+n+roll,death+metal,metal"
Rock Me Amadeus,Edguy,0.451,0.977,11,-4.182,0,0.0749,0.039,0.000978,0.263,0.598,178,199999,4,0,"power+metal,heavy+metal,cover+version,power+metal,heavy+metal,metal"
Search & Destroy - Detroit Rehearsals Spring 1973,The Stooges,0.269,0.684,7,-13.203,1,0.0589,0.692,0.827,0.154,0.53,155.482,230080,4,0,"proto-punk,garage+rock,punk,punk+rock,rock,proto-punk,garage+rock,punk"
Prometiste,Pepe Aguilar,0.602,0.398,0,-9.503,1,0.104,0.807,0,0.703,0.603,126.285,305120,4,0,"pepe+aguilar,pepe+aguilar,ranchera,mariachi"
Ride Or Die (feat. Foster The People),The Knocks,0.648,0.75,0,-3.248,1,0.0335,0.0609,4.41E-06,0.104,0.556,105.03,242035,4,0,"electronic,indie,dance,alternative,indie+pop,electronic,synthpop,street+punk"
Orchid,Black Metal Raccoons,0.297,0.805,4,-3.723,0,0.0712,1.75E-06,0.89,0.527,0.157,139.59,198922,1,0,"rock,space+rock,indie,finnish,electric+rock,rock,space+rock,indie"
Ninjas Brothas Motha - Original Mix,Love & Light,0.813,0.525,5,-6.912,0,0.095,0.0203,0.0121,0.672,0.345,105.041,136519,4,0,"glitch,dubstep,glitch-hop,glitch,dubstep,glitch-hop"
Ganzfeld,Objekt,0.603,0.917,11,-7.235,1,0.0757,0.0278,0.855,0.117,0.402,146.994,356086,4,0,"idm,electro,acid,electronic,techno,dubstep,electronic"
Monster,STARSET,0.374,0.87,1,-6.782,0,0.0512,0.00135,3.16E-06,0.0641,0.302,96.616,256802,4,0,"alternative+rock,electronic,eletronic,electrorock,alternative+rock,space+rock,electronic"
Black Metal Is Alive III,Abrasion,0.158,0.185,1,-18.181,1,0.042,0.996,0.963,0.116,0.0665,131.854,335360,4,0,"brasil,singapore,metalcore,brazilian+metal,brasil,singapore,metalcore"
Without Love,Myke Forte,0.618,0.583,7,-8.53,1,0.144,0.0747,0.857,0.0673,0.511,88.975,138307,4,0,"hip+hop,hip-hop,beats,beats,electronic,chill"
Battering Ram,Black Book Lodge,0.334,0.678,5,-3.374,1,0.0441,0.0137,0.0102,0.0749,0.0613,119.82,276293,4,0,"progressive+metal,stoner+metal,metal,stoner+rock,stoner,progressive+metal,stoner+metal,stoner+rock"
Veil of Tears,Cerebral Fix,0.197,0.856,8,-10.309,0,0.0611,4.39E-06,0.294,0.114,0.244,105.342,292667,4,0,"metal,thrash+metal,crossover,metal"
All Deez,Buku,0.653,0.609,2,-7.866,1,0.0439,0.025,0.846,0.193,0.291,170.064,206118,4,0,"trap,drop,trap,dubstep,electronic"
S.T.A.Y.,Hans Zimmer,0.179,0.03,5,-30.778,1,0.0489,0.933,0.929,0.0741,0.0251,126.848,383513,5,0,"soundtrack,soundtrack,instrumental,classical"
Follow,Vantage,0.808,0.665,0,-4.085,1,0.136,0.00134,0.488,0.11,0.523,128.027,234375,4,0,"future+funk,vaporwave,future+funk,vaporwave,french"
Battle of the Flesh (Metal Missionaries Remaster),Bloodgood,0.397,0.953,4,-10.014,0,0.069,0.000618,0.0216,0.163,0.312,120.957,162827,4,0,"heavy+metal,christian+metal,white+metal,heavy+metal,christian+metal,white+metal"
They Hate Punk Rock,D.O.A.,0.294,0.976,7,-4.857,1,0.123,0.00272,0,0.421,0.838,163.329,65933,4,0,"punk+rock,hardcore,hardcore+punk,horror+punk,doa,hardcore+punk,punk,punk+rock"
Tea For Two (Cha-Cha-Cha),Xavier Cugat,0.732,0.636,4,-14.664,1,0.0468,0.68,0.952,0.399,0.964,116.081,148015,4,0,"latin,jazz,mambo,lounge,instrumental,latin,jazz,mambo"
Dance.,David Pfeffer,0.794,0.656,5,-8.257,0,0.105,0.242,0,0.0999,0.857,104.083,196250,4,0,"german,pop,rock,male+vocalists,german,pop,rock"
Catch a Rising Star,Ducktails,0.816,0.698,2,-8.444,1,0.0332,0.223,0.505,0.158,0.522,114.014,325277,4,0,"lo-fi,psychedelic,experimental,tropical,drone,lo-fi,psychedelic,experimental"
Punk Rock Girl,Big D and the Kids Table,0.592,0.973,0,-3.369,1,0.0659,0.00483,0.00342,0.266,0.826,139.887,149293,4,0,"ska,ska+punk,punk,skacore,ska,ska+punk,punk"
Sacrilegium I,Zeal & Ardor,0.695,0.532,5,-11.547,0,0.415,0.494,0.00566,0.13,0.424,162.093,120463,4,0,"2017,black+metal,avant-garde+metal,blues,experimental,black+metal,avant-garde+metal,blues"
Powerpigs,Wolfpack,0.205,0.985,5,-4.297,0,0.116,1.11E-06,0.752,0.119,0.0515,184.129,180067,4,0,"d-beat,punk,crust,d-beat,crust+punk"
To Sing A Metal Song,Van Canto,0.535,0.942,11,-4.861,0,0.0428,0.0128,0,0.357,0.697,166.013,204893,4,0,"a+cappella+metal,power+metal,a+cappella,metal,power+metal,a+cappella+metal,metal"
Just Call My Name (feat. Jaysaun),Edo. G,0.702,0.802,10,-5.18,0,0.33,0.0483,1.37E-05,0.271,0.72,81.389,296987,4,0,"alternative hip hop,boom bap,boston hip hop,hardcore hip hop,turntablism,underground rap"
The Things We Did Last Summer,Freddie Hubbard,0.308,0.114,5,-20.291,1,0.0399,0.912,0.919,0.169,0.163,79.261,439120,4,0,"jazz,cool+jazz,jazz+trumpet,jazz,trumpet,hard+bop"
It Is Well (Live),Bethel Music,0.282,0.251,4,-10.648,0,0.0315,0.699,1.47E-05,0.11,0.11,129.826,385053,4,0,"worship,christian,worship,christian,bethel+live"
I Believe,Popeska,0.559,0.895,10,-5.276,1,0.0515,0.0533,0.767,0.0892,0.571,155.027,313521,4,0,"dubstep,electro+house,brostep,dubstep,electro+house,brostep"
BTSTU (Edit),Jai Paul,0.665,0.389,1,-6.709,1,0.441,0.745,0.000982,0.326,0.521,89.962,210001,4,0,"electronic,indie,electronica,pop,experimental,electronic,wonky"
Barceloneta,Barcelona Atmosphere,0.1,0.149,9,-23.935,1,0.0423,0.944,0.95,0.14,0.046,83.857,250286,4,0,"ambient,ambient"
Mi Complemento,Los Huracanes del Norte,0.546,0.309,3,-17.473,1,0.0892,0.0407,0,0.0651,0.624,157.012,201691,3,0,"mexico,los+huracanes+del+norte,norteno,ranchera,mexico,los+huracanes+del+norte,norteno"
Vem du är,Kindbergs,0.661,0.95,4,-5.336,1,0.046,0.00427,0,0.141,0.965,141.004,175453,4,0,"swedish,kindbergs,swedish,kindbergs,dansband"
Deadhead - Live,Devin Townsend Project,0.391,0.715,7,-8.21,0,0.0411,4.03E-05,0.775,0.699,0.164,113.998,469347,4,0,"progressive+metal,progressive+metal,progressive+rock,experimental"
In Blood - Devour This Sanctity,Belphegor,0.351,0.881,5,-5.192,0,0.0786,2.47E-06,0.0445,0.18,0.0428,109.039,331107,4,0,"black+metal,blackened+death+metal,death+metal,austrian,black+metal,blackened+death+metal,death+metal"
Motigbana,Olamide,0.855,0.805,7,-5.484,1,0.129,0.387,0.00154,0.0816,0.604,95.008,237513,4,0,"hip-hop,afrobeat,nigeria,nigerian,hip-hop,afrobeat,nigeria"
Transit Ride,Guru,0.655,0.756,6,-11.408,1,0.239,0.0211,0.000292,0.282,0.882,93.026,238293,4,0,"hip-hop,jazz+hop,hip+hop,jazz,hip-hop,jazz+hop,jazz"
i wish it would never stop snowing,Sleepy Fish,0.804,0.164,4,-14.07,1,0.0492,0.0365,0.831,0.0927,0.419,126.953,196500,4,0,"lofi,instrumental,hip-hop,beats,lofi,instrumental,hip-hop"
Balam Pichkari,Vishal Dadlani,0.732,0.944,0,-4.115,1,0.09,0.209,0,0.403,0.957,120.019,288903,4,0,"bollywood,indian,bengali,soundtrack,bollywood,indian,bengali"
Postcards,Jordy Maxwell,0.404,0.343,7,-13.5,1,0.0323,0.767,6.20E-06,0.0971,0.115,118.029,247116,4,0,"singer-songwriter,singer-songwriter"
Yesterday - Instrumental Version,Lance Allen,0.598,0.157,0,-15.138,1,0.029,0.959,0.681,0.106,0.594,86.983,158965,4,0,"spotify,instrumental,all,3+stars,spotify,fingerstyle+guitar,instrumental"
You're Mine,Carpenter Brut,0.449,0.984,5,-4.879,0,0.0796,6.09E-06,0.951,0.243,0.397,142.028,378592,4,0,"synthwave,electronic,electro,retro+electro,synthwave,electronic,retro+electro"
Life in Darkness,Helllight,0.155,0.421,0,-7.267,1,0.0352,2.17E-06,0.799,0.0733,0.0446,107.199,707344,4,0,"funeral+doom+metal,funeral+doom,funeral+doom+metal,doom+metal,funeral+doom"
Higher Things - Maurice Joshua Album Version,Kim English,0.725,0.828,5,-7.121,0,0.0602,0.0754,0.00147,0.0416,0.92,124.041,412293,4,0,"house,dance,vocal+house,female+vocalists,diva,house,dance,vocal+house"
Holy Mountain,Noel Gallagher's High Flying Birds,0.429,0.974,1,-4.04,1,0.0419,4.51E-06,0.563,0.577,0.724,137.01,234880,4,0,"rock,britpop,british,alternative+rock,rock,britpop,british"
Another World - Radio Edit,DJ Shog,0.576,0.89,0,-6.43,1,0.0377,0.0087,0.0483,0.0901,0.372,137.971,233560,4,0,"trance,dance,vocal+trance,techno,electronic,trance,dance,vocal+trance"
Bloom,William Prince,0.559,0.403,2,-11.972,1,0.0341,0.673,7.52E-05,0.102,0.442,86.069,236947,1,0,"country,native+american,country,native+american,linedance+2018"
Sound & Color,Alabama Shakes,0.548,0.412,2,-7.398,1,0.0736,0.852,0.611,0.0854,0.151,114.928,183293,4,0,"2015+single,american,blues+rock,rel-yr:2015,soul,blues,rock"
Blood On Iron,Battlerage,0.366,0.935,10,-3.928,0,0.0975,0.00017,0.0199,0.264,0.352,77.885,218560,4,0,"heavy+metal,chile,heavy+metal,chile,chilean"
Animus,Novembers Doom,0.486,0.981,6,-4.592,1,0.0579,0.000131,0.281,0.109,0.277,95.01,398600,3,0,"doom+metal,metal,death+metal,death%2Fdoom+metal,doom+metal,death+doom+metal,death+metal"
Tragos Amargos,Ramon Ayala Y Sus Bravos Del Norte,0.607,0.498,0,-5.75,1,0.064,0.544,4.71E-06,0.0777,0.594,155.902,164027,3,0,"spanish,ramon+ayala,latin,world,ramon+ayala,spanish,world"
"Kerala Song - From ""Natpe Thunai""",Hiphop Tamizha,0.523,0.947,7,-2.6,1,0.258,0.163,0,0.451,0.653,190.013,237552,4,0,"hip-hop,all,indian,india,chennai,hip-hop,all,indian"
Slowly We Rot,Obituary,0.281,0.931,0,-7.814,1,0.082,1.25E-05,0.00621,0.134,0.0874,105.525,216533,3,0,"death+metal,old+school+death+metal,metal,death+metal,old+school+death+metal,metal"
Heads Gonna Roll,Jenny Lewis,0.38,0.685,0,-6.244,1,0.038,0.435,0.00129,0.137,0.331,128.449,313405,4,0,"female+vocalists,soft+rock,name+check,songs+that+mention+other+bands+or+artists,indie,female+vocalists,singer-songwriter"
Lovesong (Instrumental),Joseph Sullinger,0.531,0.218,9,-14.251,0,0.0556,0.979,0.914,0.106,0.208,126.965,225088,4,0,"fingerstyle+guitar,fingestyle+guitar,classical+guitar,guitar,fingerstyle+guitar"
What You Need,Greensky Bluegrass,0.549,0.525,9,-12.141,1,0.0291,0.323,0.245,0.421,0.533,104.049,409974,4,0,"bluegrass,all,bluegrass,all,progressive+bluegrass"
616,Craft,0.139,0.928,9,-5.928,1,0.0741,2.32E-05,0.769,0.301,0.213,140.433,252467,3,0,"black+metal,raw+black+metal,black+metal,raw+black+metal,swedish+black+metal"
A Heap of Broken Images,Hord,0.252,0.975,4,-3.809,0,0.211,7.44E-05,0.00133,0.321,0.0683,148.658,328507,4,0,"metalcore,hip-hop,industrial+metal,groove+metal,cyber+metal"
Eight,Sleeping At Last,0.341,0.287,7,-10.683,0,0.0386,0.586,0,0.1,0.423,78.287,250150,4,0,"indie,indie+rock,alternative,rock,christian,indie,indie+rock,alternative"
This Funk (Give Me a Hand),Pimps of Joytime,0.825,0.888,1,-6.572,1,0.0583,0.0332,0.0978,0.0887,0.861,100.976,220093,4,0,"funk,lounge,latin,funk,poptron,lounge"
Jazz Music - De Capo Edit,De-Phazz,0.311,0.57,2,-13.007,1,0.0473,0.558,0.267,0.27,0.339,81.87,259267,4,0,"lounge,jazz,chillout,downtempo,electronic,lounge,jazz,chillout"
Pipeline,Bill Frisell,0.395,0.691,9,-11.898,0,0.0392,0.385,0.903,0.132,0.0968,128.879,426173,4,0,"jazz+fusion,surf+rock,jazz,guitar,fusion"
Rockin' Vehicles,Biscaya,0.484,0.924,4,-7.855,0,0.0595,0.000491,0.00907,0.126,0.484,91.86,222800,4,0,"heavy+metal,swedish,progressive+rock,heavy+metal,swedish,progressive+rock"
Bonnadisco,Eddie Meduza,0.77,0.654,7,-8.767,1,0.179,0.537,0,0.597,0.828,97.053,182827,4,0,"swedish,rockabilly,raggar+rock,rock,swedish,rockabilly,raggar+rock"
The One,Habstrakt,0.779,0.932,2,-3.568,1,0.255,0.00424,0.498,0.734,0.211,127.983,230288,4,0,"dubstep,bass+house,glitch+hop,electronic,dubstep,glitch+hop,electronic"
You Are the Victim,Satanika,0.394,0.989,7,-5.055,1,0.262,0.000173,0.909,0.318,0.16,180.137,148000,4,0,"thrash+metal,black+metal,blackened+thrash+metal,italian,thrash+metal,black+metal,blackened+thrash+metal"
Black Metal - 2019 - Remaster,Venom,0.277,0.828,1,-9.044,1,0.0653,0.000207,1.28E-05,0.0896,0.495,80.257,223467,4,0,"black+metal,thrash+metal,heavy+metal,nwobhm,black+metal,thrash+metal,heavy+metal"
Fever (Live),Sepultura,0.43,0.931,8,-6.734,0,0.0616,0.00411,7.20E-05,0.976,0.124,128.788,243427,4,0,"thrash+metal,death+metal,metal,brazilian,thrash+metal,death+metal,metal"
Critter,Angerfist,0.406,0.996,5,-1.115,1,0.202,0.0025,0.308,0.0919,0.285,170.121,183529,4,0,"hardcore,hard+dance,hardcore,gabber,hardcore+techno"
Looking for Me Santa Claus,Sam Manning,0.596,0.403,4,-10.791,0,0.311,0.863,0.0201,0.0445,0.742,71.844,146573,3,0,"christmas,calypso,all,trinidad"
I Think Delhi,The Landers,0.663,0.707,0,-4.374,1,0.31,0.136,0,0.386,0.698,172.128,190116,4,0,"desi hip hop,desi pop,punjabi pop"
Give Me Back My Ring,Lonnie Brooks,0.713,0.433,9,-12.699,1,0.0267,0.555,0.00129,0.102,0.86,82.236,156440,4,0,"blues,blues+rock,chicago+blues,guitar,blues,blues+rock,chicago+blues"
Dead And Gone,Cute Is What We Aim For,0.626,0.896,7,-4.886,0,0.0445,0.173,0,0.13,0.592,106.05,294987,4,0,"pop+punk,cover,pop+punk,alternative,emo"
Mr. Hot Shot,Lonnie Brooks,0.694,0.662,11,-9.156,1,0.0409,0.104,0.00123,0.261,0.873,105.374,148720,4,0,"rhythm+and+blues,blues,blues+rock,chicago+blues"
3 Pieces in Baroque Style: No. 1. Aria,Krzysztof Penderecki,0.155,0.0346,10,-29.305,1,0.0406,0.956,0.949,0.0986,0.0352,76.395,129360,3,0,"metalhead,contemporary+classical,classical,avant-garde"
A Void to Avoid,Al Atkins,0.255,0.784,8,-6.712,1,0.041,0.00113,0.00885,0.0616,0.388,137.871,291221,4,0,"heavy+metal,hard+rock,heavy+metal,hard+rock"
Assassin's Creed III Main Theme,Lorne Balfe,0.413,0.881,2,-10.675,0,0.118,0.0305,0.809,0.0789,0.0927,135.017,186613,4,0,"soundtrack,epic,instrumental,video+game+soundtrack,soundtrack,instrumental,video+game+music"
Have You Seen?,Al Gromer Khan,0.33,0.00679,11,-40.198,0,0.0319,0.881,0.935,0.108,0.0807,115.126,396160,4,0,"ambient,new+age,deepspaceone,world,world+music,ambient,new+age,deepspaceone"
For You,Kizz Daniel,0.788,0.458,5,-7.294,0,0.185,0.448,0,0.126,0.803,97.886,237552,4,0,"nigeria,naija,afropop,formerly+known+as+kiss+daniel,nigeria,naija,afropop"
Babies,Pulp,0.302,0.82,2,-7.896,1,0.0605,0.114,1.58E-06,0.0824,0.595,156.126,244827,4,0,"britpop,indie,90s,british,britpop,indie,british"
Just Because,Martin Dupont,0.383,0.469,6,-14.808,1,0.0374,0.188,0.0759,0.268,0.395,183.364,300507,4,0,"cold+wave,minimal+synth,coldwave,minimal+wave,coldwave,minimal+synth,new+wave"
Por Mi No Te Detengas,Banda Sinaloense MS de Sergio Lizárraga,0.649,0.307,5,-7.209,1,0.0756,0.575,0,0.0705,0.713,74.833,225213,4,0,"all,mexico,mexican,banda,banda,all,mexico"
Thanks for Nothing,The Downtown Fiction,0.617,0.963,0,-3.728,1,0.0387,0.0051,0,0.0747,0.79,132.059,201467,4,0,"the+downtown+fiction,rock,catchy,indie+rock,pop+punk,powerpop,rock"
Post Party Depression,Days N Daze,0.516,0.468,4,-11.947,0,0.0874,0.655,1.60E-05,0.193,0.614,121.337,233038,4,0,"acoustic punk,anti-folk,folk punk,texas punk"
Alma,il:lo,0.613,0.714,11,-9.063,0,0.0323,0.225,0.936,0.093,0.181,104.012,247497,4,0,"instrumental,ambient,electronic,french,downtempo,instrumental,french,beats"
Fable (Metal Version),Adrian Von Ziegler,0.553,0.412,10,-14.969,1,0.0294,0.00806,0.911,0.112,0.0372,104.985,277429,4,0,"neoclassical,darkwave,instrumental,gothic,folk,neoclassical,darkwave,instrumental"
Herumor,Summoning,0.304,0.879,1,-8.563,1,0.0473,0.0285,0.0569,0.12,0.171,149.975,428813,4,0,"atmospheric+black+metal,black+metal,2018,symphonic+black+metal,epic+black+metal,black+metal,atmospheric+black+metal,epic+black+metal"
There Will Never Be Another You - Remastered 2001,Joe Pass,0.621,0.229,1,-18.277,1,0.0489,0.798,0.848,0.0899,0.46,140.239,302373,4,0,"jazz,jazz+guitar,guitar,guitar+virtuoso,jazz,jazz+guitar,guitar"
Ishq Wala Love,Vishal-Shekhar,0.711,0.295,0,-12.377,0,0.0334,0.533,4.80E-05,0.0782,0.694,135.048,257973,4,0,"bollywood,hindi,bollywood,hindi,indian"
Hardcore Kru,E.C. Illa,0.59,0.801,9,-9.414,1,0.373,0.00286,0,0.357,0.72,178.021,343745,4,0,"chicago,underground+hip-hop,hip-hop,chicago,underground+hip-hop,hip-hop"
Loungin' - Jazz Not Jazz Mix,Guru,0.854,0.614,3,-10.699,0,0.113,0.0534,0.0533,0.0933,0.744,99.986,230040,4,0,"hip-hop,jazz+hop,jazz,rap,hip+hop,hip-hop,jazz+hop,jazz"
I'll Go Crazy,Tommy James & The Shondells,0.34,0.596,2,-8.367,0,0.0445,0.402,0,0.0718,0.963,186.62,136467,3,0,"cover,60s,classic+rock,oldies"
Nightlights I,Nana Grizol,0.62,0.832,4,-7.005,1,0.0367,0.233,0.00125,0.124,0.964,133.476,210587,4,0,"elephant+6,folk+punk,folk,indie"
At Dawn They Eat,Winterwolf,0.254,0.916,6,-10.659,1,0.0585,6.47E-06,0.857,0.374,0.132,83.205,259797,4,0,"death+metal,finnish,old+school+death+metal,death+metal,finnish,old+school+death+metal"
In Metal We Trust,Primal Fear,0.453,0.993,9,-4.782,0,0.16,1.29E-06,0.326,0.325,0.136,135.01,213267,4,0,"power+metal,heather+lee,anissa+kate,emily+ratajkowski,carmel+moore,power+metal,heavy+metal,speed+metal"
Christraping Black Metal,Benighted,0.429,0.988,4,-2.923,0,0.0881,6.48E-06,0.793,0.296,0.0581,120.134,186931,4,0,"covers,brutal+death+metal,death+metal,grindcore"
Faces,Knowmadic,0.615,0.424,11,-12.324,0,0.114,0.968,0.809,0.106,0.178,159.033,133165,4,0,"lo-fi,beats,hip-hop,instrumental+hip-hop"
Kill or Be Killed,Spite,0.34,0.986,11,-4.342,0,0.302,0.000531,3.81E-05,0.424,0.0795,185.005,215917,4,0,"deathcore,death+metal,deathcore,black+metal,hardcore"
Cassette,Efence,0.656,0.536,7,-14.187,1,0.0394,0.00447,0.891,0.334,0.383,100.005,230400,4,0,"retrowave,80s,synthwave,outrun,synthwave,retrowave,outrun"
Face to Face (With Your Executioner),The Rival Mob,0.169,0.927,0,-8.96,0,0.0495,1.04E-05,0.828,0.169,0.537,171.034,131853,4,0,"hardcore,straight+edge,hardcore+punk,boston,straight+edge+hardcore,hardcore,straight+edge,hardcore+punk"
Rebirth - Xy-Me Remix,Cabaret Nocturne,0.789,0.649,10,-11.153,0,0.0739,0.00123,0.866,0.351,0.345,121.994,436302,4,0,"nu-disco,synthpop,electronic,synth-pop,nu-disco,synthpop,electronic"
Mule Skinner Blues,Bill Monroe,0.517,0.462,0,-8.058,1,0.0328,0.457,0.225,0.87,0.666,134.423,151467,4,0,"bluegrass,bluegrass,country,folk"
The Town I Live In,McKinley Mitchell,0.573,0.607,5,-7.876,0,0.0277,0.669,4.12E-05,0.104,0.925,103.236,162333,3,0,"soul,blues,rhythm+and+blues,happy,60s,7soul,soul,rnb"
Scraps of the Dead,Invincible Force,0.251,0.998,8,-4.637,1,0.211,0.0202,0.845,0.37,0.0743,181.658,134160,4,0,"black+metal,thrash+metal,2015,blackened+thrash+metal,black+metal,thrash+metal,blackened+thrash+metal"
