Track Name,Artist,Streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url,duration_ms,time_signature,Label
Arcoíris,J Balvin,1403877,0.731,0.787,4,-5.26,0,0.0721,0.0853,0.0,0.316,0.393,92.971,https://api.spotify.com/v1/audio-analysis/5zzbORcD0GwLY0wQHP1Xs1,186693,4,0
Bad Lil Vibe (feat. Jeremih),KSI,695202,0.5710000000000001,0.669,1,-4.513,1,0.0619,0.0391,2.39e-06,0.363,0.146,117.576,https://api.spotify.com/v1/audio-analysis/04zis09KAgMvMod8Eohrp1,137544,5,0
The Gambler,Kenny Rogers,1091026,0.6709999999999999,0.501,4,-13.119000000000002,1,0.0594,0.342,0.0,0.194,0.86,87.04,https://api.spotify.com/v1/audio-analysis/5KqldkCunQ2rWxruMEtGh0,214880,4,0
ROCKSTAR BIKERS & CHAINS,Gunna,713807,0.89,0.564,10,-9.285,0,0.23,0.00481,0.0,0.312,0.332,120.029,https://api.spotify.com/v1/audio-analysis/2UrPiYObE8itBR1U44Zu3A,129320,4,0
Little Things,One Direction,1251524,0.7070000000000001,0.222,7,-11.716,1,0.0329,0.7879999999999999,0.0,0.205,0.556,110.095,https://api.spotify.com/v1/audio-analysis/7kSLdGdXLey7pzLsWpdg1h,219640,4,0
They Don't Know About Us,One Direction,1118494,0.512,0.754,0,-6.0310000000000015,1,0.0549,0.135,0.0,0.0881,0.336,147.89,https://api.spotify.com/v1/audio-analysis/72C7aUQECOhNtnD0AC36ua,201693,4,0
FAIS ÇA BIEN,Damso,742159,0.5579999999999999,0.583,4,-9.317,0,0.204,0.021,4.57e-05,0.369,0.308,129.986,https://api.spotify.com/v1/audio-analysis/0xdp7mJS34hDsLrO6TPCp3,202360,4,0
Kiss You,One Direction,1107773,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,https://api.spotify.com/v1/audio-analysis/0AkQbXGN4KG34TS7xLrM68,182960,4,0
Devam (feat. Luciano & Ezhel),Gentleman,712081,0.768,0.511,1,-6.225,0,0.155,0.227,0.0,0.145,0.5710000000000001,134.944,https://api.spotify.com/v1/audio-analysis/4ow1etGbQ8kfbAT3QPlmhN,164321,4,0
Until I Bleed Out,The Weeknd,2449518,0.245,0.394,0,-9.887,0,0.0374,0.423,2.9e-05,0.093,0.14800000000000002,115.233,https://api.spotify.com/v1/audio-analysis/2BcnxwxBuar5wjCaLqm5N3,190173,3,0
No Control,One Direction,744939,0.5579999999999999,0.916,1,-3.145,0,0.0839,0.0278,0.0,0.0296,0.85,142.984,https://api.spotify.com/v1/audio-analysis/4JaLkM90MJutDAl5jD9BZX,199720,4,0
Negro,J Balvin,1711077,0.795,0.911,0,-2.228,1,0.0875,0.0157,0.206,0.131,0.8,164.081,https://api.spotify.com/v1/audio-analysis/2hsA9YWuF3C9Gosi4dpjJN,182093,4,0
0.00,Childish Gambino,804034,0.174,0.0466,3,-18.458,1,0.0495,0.672,0.196,0.42,0.0337,116.713,https://api.spotify.com/v1/audio-analysis/4Ksj9mKfsYC5b8v8Ey3c8I,179387,4,0
Midnight Memories,One Direction,746191,0.4320000000000001,0.868,6,-2.01,0,0.0882,0.00725,0.0,0.233,0.5670000000000001,156.128,https://api.spotify.com/v1/audio-analysis/5wjmqUGN7vrAqFqDWrywlZ,176320,4,0
Algorhythm,Childish Gambino,803151,0.715,0.649,2,-11.294,1,0.109,0.036000000000000004,0.0199,0.0795,0.478,100.077,https://api.spotify.com/v1/audio-analysis/07FOCFJhMmCVQDyWX1d3gR,212107,4,0
Time (feat. Ariana Grande),Childish Gambino,737093,0.621,0.5379999999999999,10,-9.307,1,0.0401,0.0117,0.0189,0.583,0.311,85.977,https://api.spotify.com/v1/audio-analysis/2Aq78kKI9yuloJQkcbhQbU,367293,4,0
Olivia,One Direction,784452,0.64,0.6809999999999999,6,-5.362,1,0.0334,0.0438,0.0,0.166,0.6759999999999999,118.062,https://api.spotify.com/v1/audio-analysis/5dONhl6aXFuN86UBdayF6W,177973,4,0
"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)",Childish Gambino,735426,0.691,0.524,5,-9.718,1,0.16,0.197,4.29e-05,0.488,0.41,164.047,https://api.spotify.com/v1/audio-analysis/011ZwIM48eD8ee2UBpG8nK,392187,4,0
One Thing,One Direction,886850,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.6559999999999999,126.999,https://api.spotify.com/v1/audio-analysis/5G2c6FsfTzgYUzageCmfXY,197600,4,0
Night Changes,One Direction,954648,0.672,0.52,8,-7.747000000000001,1,0.0353,0.8590000000000001,0.0,0.115,0.37,120.001,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4,0
You & I,One Direction,958410,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.35600000000000004,130.993,https://api.spotify.com/v1/audio-analysis/2afCBiru10AFckfOa49wIa,237933,4,0
Best Song Ever,One Direction,1072975,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0,200107,4,0
Live While We're Young,One Direction,1086285,0.6579999999999999,0.8370000000000001,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,https://api.spotify.com/v1/audio-analysis/6aGjEZ7kq3YXgD0EDt80O5,200187,4,0
AMAZING GRACE,DaBaby,900823,0.775,0.8320000000000001,1,-3.629,1,0.277,0.0375,0.0,0.078,0.962,153.6,https://api.spotify.com/v1/audio-analysis/2ulB68v8LGCfQMk0giZZ5S,88667,4,0
365 Tage,Samra,830642,0.527,0.836,1,-4.848,1,0.463,0.434,0.0,0.128,0.496,87.417,https://api.spotify.com/v1/audio-analysis/6I2jabBRzwhiYHsSTqnrRC,251893,4,0
Secret (feat. Summer Walker),21 Savage,749854,0.727,0.496,5,-10.386,0,0.17800000000000002,0.0893,0.00011,0.0987,0.504,130.061,https://api.spotify.com/v1/audio-analysis/67lKDoCZbRCJDa4RT68eme,210462,4,0
GP4,Logic,1301166,0.809,0.684,6,-3.5780000000000003,0,0.273,0.282,1.44e-06,0.241,0.857,85.009,https://api.spotify.com/v1/audio-analysis/1OmmCrliFMIWzNke437KHE,274060,4,0
Who's Laughing Now,Ava Max,747985,0.648,0.6409999999999999,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,https://api.spotify.com/v1/audio-analysis/73h4oe03sZy8bXfQLfnqMv,180348,4,0
I Should Probably Go To Bed,Dan + Shay,789715,0.721,0.277,1,-7.127999999999999,1,0.0365,0.634,0.0,0.112,0.309,131.935,https://api.spotify.com/v1/audio-analysis/5ovVcYo2MvjVydFwFyaaqy,171827,4,0
28 Liter,Apache 207,791758,0.81,0.552,1,-6.854,1,0.0504,0.0785,0.000442,0.099,0.269,109.989,https://api.spotify.com/v1/audio-analysis/1Y8V7yhFFrFjzBQtOH4ap7,173227,4,0
Narrow Road (feat. Lil Baby),NLE Choppa,920639,0.614,0.5529999999999999,7,-8.225,1,0.16899999999999998,0.0306,0.0,0.203,0.161,159.999,https://api.spotify.com/v1/audio-analysis/3GZd1aDsgKL71Kt3VIp0hc,240297,4,0
Tilidin Weg,Bonez MC,1014017,0.882,0.53,10,-8.544,0,0.233,0.113,0.479,0.0838,0.171,109.09,https://api.spotify.com/v1/audio-analysis/1g3J9W88hTG173ySZR6E9S,180950,4,0
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,1288283,0.809,0.68,4,-4.883,1,0.222,0.0535,1.2e-06,0.11,0.0653,143.988,https://api.spotify.com/v1/audio-analysis/5esKpsrB3TbGHwFaAjIGMx,146009,4,0
Sie ruft,Apache 207,1319838,0.8190000000000001,0.507,1,-7.336,0,0.0881,0.482,0.00628,0.105,0.634,130.009,https://api.spotify.com/v1/audio-analysis/4CyCHkhRsDXUeP5K4Y3xjU,152013,4,0
Sangría - con WOS,Trueno,659343,0.6659999999999999,0.787,2,-4.6,1,0.226,0.156,0.0,0.85,0.908,95.799,https://api.spotify.com/v1/audio-analysis/51aMyZzlIOitdIA4vyF0JO,154956,4,0
Loose (feat. KSI),S1mba,699125,0.8370000000000001,0.624,1,-4.884,1,0.0763,0.0434,0.0,0.141,0.725,108.983,https://api.spotify.com/v1/audio-analysis/0G9vbgmLrDqjV4NUCSrsIg,152436,4,0
Cogulândia,Matuê,715479,0.88,0.52,7,-5.98,0,0.0547,0.154,0.0,0.131,0.812,129.955,https://api.spotify.com/v1/audio-analysis/5T6mY3sQbvVfLnertXdoST,120000,4,0
Raise Em Up - Dance Remix,Alonestar,718725,0.794,0.865,7,-4.94,1,0.0421,0.0366,0.0,0.228,0.629,122.014,https://api.spotify.com/v1/audio-analysis/4BRYmA7o6QzKlhhLgFNt88,172942,4,0
Freeze Raël,Freeze corleone,788104,0.645,0.545,11,-10.675,0,0.0511,0.375,2.32e-05,0.106,0.0379,137.09,https://api.spotify.com/v1/audio-analysis/6DPrYPPGYK218iVIZDix3i,268947,4,0
Oh My Gawd (feat. Nicki Minaj & K4MO),Mr Eazi,826626,0.8170000000000001,0.866,7,-3.86,0,0.21600000000000005,0.151,0.0,0.0946,0.83,94.007,https://api.spotify.com/v1/audio-analysis/2tjbSkPKKH1GFUhSr96tq0,180000,4,0
Let's Love,David Guetta,1027783,0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.998,https://api.spotify.com/v1/audio-analysis/6lhZLbb0czULpjb2kFryPS,200645,4,0
Só Você,MC Rogerinho,749025,0.8340000000000001,0.522,0,-4.433,1,0.0479,0.023,0.0,0.6629999999999999,0.892,129.96,https://api.spotify.com/v1/audio-analysis/59kRq8rb5uJCrSYYbGCk7o,187141,4,0
Hit My Line,Logic,1380637,0.62,0.7859999999999999,9,-5.22,0,0.16699999999999998,0.14300000000000002,0.0,0.46,0.679,164.05700000000004,https://api.spotify.com/v1/audio-analysis/24FR8mXTaiGZPrxnkf1kcP,265191,4,0
Mama Mia,Lil Wayne,770955,0.711,0.639,5,-5.337999999999999,0,0.431,0.335,0.0,0.14400000000000002,0.961,139.945,https://api.spotify.com/v1/audio-analysis/7K8vPC3GPWafq2zXHuUGXz,225440,4,0
Graveto - Ao Vivo,Marília Mendonça,690454,0.7140000000000001,0.632,9,-5.1,1,0.0312,0.292,0.0,0.812,0.402,93.052,https://api.spotify.com/v1/audio-analysis/3tc8Z4lGzOIwmIVftsxO6o,170877,4,0
No Pressure Intro,Logic,1531025,0.794,0.845,1,-6.1179999999999986,1,0.387,0.3720000000000001,0.0,0.124,0.831,93.939,https://api.spotify.com/v1/audio-analysis/41hwbZ1yF705MxJ7H9bwEu,174901,4,0
Toxic,Kehlani,866771,0.653,0.453,7,-5.395,0,0.0351,0.307,0.00101,0.113,0.0405,111.737,https://api.spotify.com/v1/audio-analysis/5nexAvWNhwg51EavnDgViy,168183,4,0
Codeine (feat. Gunna),NAV,918955,0.969,0.604,4,-6.305,0,0.118,0.0922,0.0,0.105,0.899,126.988,https://api.spotify.com/v1/audio-analysis/6NzuJWrNriXAbSmscAuSIq,188118,4,0
Conan x Xenia,Haftbefehl,931295,0.7809999999999999,0.755,2,-6.607,1,0.213,0.235,2.6e-05,0.295,0.52,147.972,https://api.spotify.com/v1/audio-analysis/1mfmCQWZhV30L4Aj8ytMLz,200773,4,0
Can I,Kehlani,1201846,0.574,0.7909999999999999,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537,https://api.spotify.com/v1/audio-analysis/0uDdI4fAXCuNhQbmxENdsO,167810,4,0
Angels & Demons,jxdn,733565,0.5539999999999999,0.8,8,-3.936,1,0.0395,0.119,0.0,0.629,0.463,115.056,https://api.spotify.com/v1/audio-analysis/4GUj9MfPPkjpZskxb45uiX,160120,4,0
100k Cash,Capital Bra,1073395,0.701,0.7140000000000001,10,-5.9060000000000015,1,0.524,0.289,0.0,0.0883,0.604,86.91,https://api.spotify.com/v1/audio-analysis/033if6Adj8fwBYsQzHOfQ8,173353,4,0
BXL ZOO,Damso,1404442,0.745,0.6559999999999999,11,-6.829,0,0.203,0.0604,0.0,0.11,0.405,137.997,https://api.spotify.com/v1/audio-analysis/7BO3y8lmogACezwHqZ1HTB,201333,4,0
DEUX TOILES DE MER,Damso,1386265,0.521,0.39,8,-9.726,0,0.128,0.5820000000000001,7.43e-05,0.112,0.157,104.106,https://api.spotify.com/v1/audio-analysis/7yN9Qx1HtE4c1fhakBz8Ay,315640,4,0
Dolly (with Lil Uzi Vert),Lil Tecca,1007229,0.664,0.586,7,-7.813,0,0.238,0.212,0.0,0.21600000000000005,0.589,88.50200000000002,https://api.spotify.com/v1/audio-analysis/77Xwqkw7VrV8E5FCq9JhO8,179813,5,0
WRONG (feat. Lil Mosey),The Kid LAROI,927917,0.389,0.768,1,-4.765,1,0.256,0.038,0.0,0.119,0.334,90.146,https://api.spotify.com/v1/audio-analysis/1EWkw4Fa6IlnsAihLUlFFM,183567,4,0
Soul Food II,Logic,1097474,0.457,0.909,6,-4.749,0,0.328,0.13,0.0,0.48,0.615,87.412,https://api.spotify.com/v1/audio-analysis/7e0nXDIIa6hFqI4HmuanLP,333778,4,0
Story of My Life,One Direction,1588326,0.6,0.6629999999999999,3,-5.8020000000000005,1,0.0477,0.225,0.0,0.119,0.28600000000000003,121.07,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,245493,4,0
Burn The Hoods,Ski Mask The Slump God,930658,0.871,0.715,3,-7.8279999999999985,0,0.147,0.196,0.0,0.14,0.378,150.955,https://api.spotify.com/v1/audio-analysis/34PhB0kHT00utubP3aTau8,102960,4,0
RELENTLESS (feat. Lil Uzi Vert),Gunna,906654,0.8809999999999999,0.517,4,-8.916,1,0.308,0.0115,0.0,0.151,0.7859999999999999,115.084,https://api.spotify.com/v1/audio-analysis/6nDSLDomNqfet6w0r1GHAz,168107,4,0
Shit Changed,Ufo361,1018663,0.826,0.528,9,-9.221,1,0.175,0.141,0.000362,0.104,0.318,157.001,https://api.spotify.com/v1/audio-analysis/3JDPPLA5oReVAkrEDcBllG,183839,4,0
The Business,Tiësto,700741,0.7979999999999999,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4,0
E.T.A.,Justin Bieber,1488904,0.465,0.494,4,-7.595,0,0.066,0.49,0.0,0.127,0.457,127.298,https://api.spotify.com/v1/audio-analysis/6PzOPrXx8tJEqace76yrv2,176733,4,0
Final Fantasy,Ufo361,709104,0.8190000000000001,0.607,1,-7.599,1,0.0686,0.108,0.000184,0.112,0.34700000000000003,139.959,https://api.spotify.com/v1/audio-analysis/4P2LXwm4QA4l7NwUvDAuMu,177990,4,0
Ser O Parecer,RBD,812531,0.605,0.88,1,-3.747,1,0.14,0.263,0.0,0.2,0.908,176.028,https://api.spotify.com/v1/audio-analysis/5sgvzXoYFCr5F5tUZdAA20,211467,4,0
Nuestro Amor,RBD,845060,0.541,0.769,4,-6.252999999999999,1,0.0339,0.0556,1.5399999999999998e-05,0.17,0.382,129.971,https://api.spotify.com/v1/audio-analysis/7F7qwp7VZRVwZsNoddRRgX,215747,4,0
Why Would I Stop?,Big Sean,873872,0.778,0.727,1,-6.115,0,0.0837,0.0212,0.0,0.101,0.218,119.972,https://api.spotify.com/v1/audio-analysis/46hDiH4YvAWXE04GskkIHS,152263,4,0
Rebelde,RBD,882187,0.6709999999999999,0.782,7,-6.497999999999998,1,0.047,0.0122,0.0,0.525,0.62,95.011,https://api.spotify.com/v1/audio-analysis/56tOMi4N980gmsdUoyaLb3,214307,4,0
Enemigos Ocultos,Ozuna,883187,0.71,0.845,10,-3.2960000000000003,0,0.222,0.22,0.0,0.416,0.718,172.08700000000005,https://api.spotify.com/v1/audio-analysis/3fhOpwaKobrELFjKLcXHgI,445747,4,0
Deep Reverence (feat. Nipsey Hussle),Big Sean,904563,0.631,0.848,9,-4.839,0,0.31,0.138,0.0,0.379,0.265,91.879,https://api.spotify.com/v1/audio-analysis/2CDcXWYWilHTXrsOXJza8n,231352,4,0
Solo Quédate En Silencio,RBD,906122,0.464,0.775,7,-4.838,1,0.0313,0.203,0.0,0.0478,0.672,184.08900000000003,https://api.spotify.com/v1/audio-analysis/2RJ1fg4qf2vgZKifTa4HgA,219520,4,0
Games,Ufo361,943078,0.833,0.66,5,-7.463999999999999,1,0.128,0.0822,1.74e-06,0.34600000000000003,0.138,89.992,https://api.spotify.com/v1/audio-analysis/3P4uSN2VJ7asF4xdw1lDEf,179067,4,0
Sálvame,RBD,973935,0.473,0.657,6,-6.278,1,0.024,0.0454,2.41e-06,0.068,0.294,74.99600000000002,https://api.spotify.com/v1/audio-analysis/3hbTkJ0yFzHbawnKyhvTQj,224973,4,0
LOCKED UP PT. 2,6ix9ine,1203193,0.649,0.779,7,-4.7189999999999985,1,0.115,0.0332,0.0,0.299,0.503,89.978,https://api.spotify.com/v1/audio-analysis/7Mu3sCvXdMSlBLrUPOhWAG,203333,4,0
Love Story,Taylor Swift,702233,0.616,0.738,2,-3.941,1,0.0311,0.153,0.0,0.0769,0.3,118.994,https://api.spotify.com/v1/audio-analysis/7bad461siaxECNlaYsmIo6,236253,4,0
TELL ME WHY,The Kid LAROI,881666,0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.16699999999999998,0.463,149.881,https://api.spotify.com/v1/audio-analysis/3jlxX3VXPiY3lvBBbppQD3,195268,4,0
Andere Welt,Capital Bra,1091442,0.6920000000000001,0.764,5,-5.233,0,0.113,0.574,0.0,0.106,0.564,84.029,https://api.spotify.com/v1/audio-analysis/5PAAUJTKLT0nCmHUlLdPXb,189686,4,0
COEUR EN MIETTES,Damso,1044931,0.715,0.595,7,-8.578,0,0.0464,0.64,0.00586,0.122,0.775,139.952,https://api.spotify.com/v1/audio-analysis/32arZ09m8FH1vTNJn2xdmH,208040,4,0
The Adults Are Talking,The Strokes,901463,0.593,0.7490000000000001,5,-5.671,1,0.0475,0.0116,0.108,0.314,0.65,164.96099999999996,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW,309053,4,0
Nothing Compares - Bonus Track,The Weeknd,1053892,0.524,0.5770000000000001,1,-9.313,1,0.0358,0.00253,0.0443,0.234,0.0398,131.909,https://api.spotify.com/v1/audio-analysis/14mgSrrQRN8K9HaVHhKjze,222307,4,0
Harder Than My Demons,Big Sean,830878,0.736,0.735,1,-6.2,1,0.112,0.0907,0.0,0.209,0.398,107.029,https://api.spotify.com/v1/audio-analysis/23XTYrwfHXY8H1PuQYJbDA,131274,4,0
TUTU,6ix9ine,776296,0.833,0.778,4,-5.455,0,0.0575,0.0608,0.0,0.12,0.55,120.011,https://api.spotify.com/v1/audio-analysis/4We7QlOUIwpt5w8y07Gd0M,164000,4,0
Borderline,Tame Impala,1189460,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,https://api.spotify.com/v1/audio-analysis/5hM5arv9KDbCHS0k9uqwjr,237800,4,0
ZTFO,Big Sean,772810,0.72,0.542,1,-7.582999999999998,1,0.0482,0.0514,3.500000000000001e-06,0.136,0.374,74.977,https://api.spotify.com/v1/audio-analysis/0z36JaXXoFXuPuQucKEsdx,136462,4,0
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,823454,0.8370000000000001,0.482,8,-8.607999999999999,0,0.365,0.268,0.0,0.0991,0.444,143.01,https://api.spotify.com/v1/audio-analysis/2h4cmbyb6S7e8igDZIITJU,169532,4,0
Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,1075829,0.565,0.569,6,-6.084,0,0.379,0.0352,8.81e-06,0.106,0.303,92.466,https://api.spotify.com/v1/audio-analysis/3Ddny34bFoYBb8dIGq5lwp,214825,5,0
Patek,Future,725856,0.8009999999999999,0.596,1,-4.72,1,0.0534,0.00301,0.0,0.162,0.134,120.028,https://api.spotify.com/v1/audio-analysis/76MjtLfZoTNc3BDqUVjuRH,280666,4,0
H <3 T E L,Dardan,675074,0.6729999999999999,0.647,1,-6.95,0,0.102,0.0642,0.000114,0.113,0.5489999999999999,134.616,https://api.spotify.com/v1/audio-analysis/4n0Ke1KJsPHvd7xRoU29E2,164000,4,0
Confirmation,Justin Bieber,1490190,0.438,0.315,8,-8.186,1,0.0375,0.608,0.0,0.151,0.449,190.064,https://api.spotify.com/v1/audio-analysis/60brXKLTC15vK0av5gIldm,170587,3,0
Hold Me While You Wait,Lewis Capaldi,620119,0.688,0.53,11,-5.5070000000000014,1,0.0333,0.443,0.0,0.0995,0.162,106.958,https://api.spotify.com/v1/audio-analysis/60iSKGrGazRzICtMjADNSM,205687,4,0
Whoopty,CJ,628338,0.7140000000000001,0.609,3,-7.683,0,0.17,0.194,0.0,0.126,0.778,140.20600000000002,https://api.spotify.com/v1/audio-analysis/1RSzyxqtIO4yX3EyiV4zT5,123480,4,0
The Hills,The Weeknd,662699,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.13699999999999998,113.003,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4,0
Papi Chulo,Octavian,630685,0.866,0.563,11,-6.964,0,0.108,0.185,0.0,0.0889,0.307,127.954,https://api.spotify.com/v1/audio-analysis/6Juv5N0dNU1imms9c9u1dA,161668,4,0
De Menina pra Mulher - Ao Vivo,Gusttavo Lima,783629,0.83,0.92,4,-2.303,1,0.0352,0.118,2.12e-06,0.234,0.967,121.982,https://api.spotify.com/v1/audio-analysis/42P3wMiPfXQM93TYZotuPQ,208383,4,0
Aún Hay Algo,RBD,735311,0.611,0.82,4,-2.784,1,0.0316,0.0084,0.0,0.107,0.7859999999999999,94.981,https://api.spotify.com/v1/audio-analysis/6fqpsCQ7jF7OgQolXgYovX,214933,4,0
Este Corazón,RBD,737225,0.4970000000000001,0.619,7,-4.811,1,0.0322,0.47,0.0,0.0708,0.7559999999999999,159.996,https://api.spotify.com/v1/audio-analysis/0bMVCO35RJiUhAfvFsLjIF,210440,4,0
Enséñame,RBD,737990,0.68,0.7959999999999999,2,-5.884,1,0.0588,0.385,0.0,0.375,0.624,80.945,https://api.spotify.com/v1/audio-analysis/3eo3Dw5OGSWCzJDVHLKE3v,221853,4,0
Sweet & Sour (feat. Lauv & Tyga),Jawsh 685,746130,0.8270000000000001,0.73,1,-5.324,1,0.0934,0.092,1.35e-05,0.258,0.679,95.003,https://api.spotify.com/v1/audio-analysis/3ZWhRS2EJVL5B0IEzkcvZa,163228,4,0
Un Poco De Tu Amor,RBD,749396,0.785,0.773,8,-7.61,1,0.0334,0.0296,8.12e-06,0.0667,0.892,119.996,https://api.spotify.com/v1/audio-analysis/64mK5Yd0rdGeXVkMFspEyt,206120,4,0
Status (feat. Lil Uzi Vert),NAV,861863,0.951,0.72,6,-4.467,1,0.302,0.0406,0.0,0.0998,0.687,134.033,https://api.spotify.com/v1/audio-analysis/6KhmSJf9FvdAcq1tr8LcYD,174367,4,0
Momentary Bliss (feat. slowthai and Slaves),Gorillaz,788712,0.6409999999999999,0.807,9,-6.73,1,0.239,0.0851,2.3800000000000006e-05,0.64,0.7120000000000001,158.071,https://api.spotify.com/v1/audio-analysis/5zZWKugaE2ZmnZN77HVfUH,221386,4,0
No Debate (feat. Young Thug),NAV,859091,0.857,0.654,8,-6.303,1,0.326,0.00209,0.0,0.115,0.446,88.015,https://api.spotify.com/v1/audio-analysis/29eSqQBrdva2tPLYMneFzP,128072,4,0
How,Lil Baby,1037656,0.5820000000000001,0.488,2,-8.208,1,0.455,0.00168,0.0,0.0941,0.309,80.322,https://api.spotify.com/v1/audio-analysis/2b7rt5gCEy2p2zTp656s4U,182000,4,0
Playlist,Ufo361,902707,0.778,0.6709999999999999,0,-8.382,1,0.0959,0.118,0.00072,0.114,0.423,96.989,https://api.spotify.com/v1/audio-analysis/1mfMAQJWZ9K4vKOahwkYQ3,163335,4,0
She Couldn't,Linkin Park,684536,0.664,0.7340000000000001,6,-5.848,1,0.0462,0.0614,0.725,0.126,0.8640000000000001,97.997,https://api.spotify.com/v1/audio-analysis/11LguGpEjOklkNQr70nrHQ,305847,4,0
Hard On Yourself,Charlie Puth,666520,0.8240000000000001,0.7829999999999999,1,-4.53,0,0.0507,0.22,0.0,0.234,0.7879999999999999,114.028,https://api.spotify.com/v1/audio-analysis/3xvYvJAa0iUVKKsYcuDNlK,160825,4,0
Expensive (feat. Nicki Minaj),Ty Dolla $ign,884947,0.866,0.531,9,-6.859,1,0.0703,0.0379,0.0,0.0937,0.266,99.069,https://api.spotify.com/v1/audio-analysis/0IAkpYTRomExXOUJonNMTR,135740,4,0
Drown (feat. Clinton Kane),Martin Garrix,1076384,0.573,0.7390000000000001,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077,https://api.spotify.com/v1/audio-analysis/4RVtBlHFKj51Ipvpfv5ER4,174062,4,0
Tommy Lee (feat. SAINt JHN & Post Malone) - Remix,Tyla Yaweh,763067,0.504,0.597,10,-6.237,1,0.1,0.206,0.0,0.0949,0.557,117.974,https://api.spotify.com/v1/audio-analysis/4Rq2BMG5VWMhb2whSx8bf4,230489,4,0
Get Ugly,Lil Baby,1244351,0.6809999999999999,0.414,1,-6.944,0,0.223,0.177,0.0,0.17800000000000002,0.0734,148.03,https://api.spotify.com/v1/audio-analysis/20Yz5dzjdTCVjXte9KrJbi,155832,4,0
Oh My God,Alec Benjamin,801857,0.696,0.565,5,-7.237,0,0.0605,0.652,2.02e-06,0.121,0.599,156.11,https://api.spotify.com/v1/audio-analysis/2U12JbtnFSYa5Av5wEcEDX,187728,4,0
Stay With Me,Sam Smith,836571,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,172724,4,0
Falling For You with Justin Bieber,Jaden,737170,0.69,0.541,4,-9.259,1,0.042,0.721,4.64e-05,0.112,0.787,130.024,https://api.spotify.com/v1/audio-analysis/24MWSatP5sTylISvJONhnB,222717,4,0
DAS RENNEN,RIN,938639,0.8029999999999999,0.511,1,-7.585,0,0.0496,0.223,0.0,0.358,0.24,114.007,https://api.spotify.com/v1/audio-analysis/3qT2eKpWNq5cze7kGGORDZ,193684,4,0
Me and My Guitar,A Boogie Wit da Hoodie,861094,0.644,0.5870000000000001,7,-6.7360000000000015,0,0.353,0.473,0.0,0.0759,0.68,173.972,https://api.spotify.com/v1/audio-analysis/6cZH4rX1KTt1aJ3Ql6Ynja,161765,4,0
Verkackt,Gzuz,874967,0.774,0.805,11,-5.896,0,0.302,0.0509,0.0,0.149,0.261,92.735,https://api.spotify.com/v1/audio-analysis/0C6bsQq58Ue1XfL5PKTO6D,136974,4,0
Is It True,Tame Impala,899437,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.6609999999999999,118.018,https://api.spotify.com/v1/audio-analysis/6RZmhpvukfyeSURhf4kZ0d,239267,4,0
On Track,Tame Impala,918285,0.388,0.648,2,-5.5779999999999985,1,0.038,0.116,4.19e-06,0.08199999999999999,0.112,163.861,https://api.spotify.com/v1/audio-analysis/0IuE6FnXPCdZ8NLuuvJRhb,301787,4,0
So Done (feat. Khalid),Alicia Keys,991419,0.399,0.459,7,-6.359,0,0.0938,0.813,0.0,0.11,0.375,82.52799999999998,https://api.spotify.com/v1/audio-analysis/3X3TlieuOl8aWzw2HeigUo,235785,4,0
