Track Name,Artist,Streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url,duration_ms,time_signature,Label
Never Know (feat. SHIRIN DAVID),Luciano,1165254,0.8740000000000001,0.542,10,-7.064,0,0.344,0.0621,0.124,0.181,0.481,142.016,https://api.spotify.com/v1/audio-analysis/5Hkj1XjMJv5QCGc9NwZm6z,196933,4,0
Inside Friend (feat. John Mayer),Leon Bridges,797681,0.693,0.259,1,-7.917999999999998,1,0.0372,0.448,0.000135,0.0995,0.361,88.97200000000002,https://api.spotify.com/v1/audio-analysis/4ehkZtzPTbjsRULRfQSWYu,175432,4,0
Funny,Zedd,841596,0.664,0.66,5,-4.646,1,0.0243,0.512,0.0,0.26,0.355,99.946,https://api.spotify.com/v1/audio-analysis/4FYbo4yQzu3hGkj2Ix4ucW,221466,4,0
Easy,Troye Sivan,793062,0.639,0.569,0,-7.2360000000000015,0,0.0487,0.0581,0.000169,0.108,0.616,142.967,https://api.spotify.com/v1/audio-analysis/3gwoz4xZuye0agjYgrC2je,226781,4,0
Love I’m Given,Ellie Goulding,777101,0.517,0.805,1,-4.897,0,0.0867,0.152,0.0,0.0714,0.753,140.128,https://api.spotify.com/v1/audio-analysis/2EPvkwP4Djr1s59GxAh8tO,209240,4,0
No Bailes Sola,Danna Paola,716580,0.598,0.7340000000000001,10,-3.982,1,0.116,0.208,0.0,0.272,0.621,179.885,https://api.spotify.com/v1/audio-analysis/1GNSWpe2SB30zYGbNTD96b,180867,4,0
Miskin,Samra,705154,0.5539999999999999,0.597,1,-10.116,1,0.4970000000000001,0.438,0.0,0.106,0.448,125.7,https://api.spotify.com/v1/audio-analysis/7yJLc4dA0VObbLE88lZZ5q,235888,5,0
Nacht zu kurz,Luciano,898062,0.778,0.396,7,-10.556,0,0.343,0.0736,0.000134,0.0958,0.233,140.89,https://api.spotify.com/v1/audio-analysis/6rc0vqoHYtF1J79fsIo9ia,245107,4,0
Maria,Hwa Sa,622855,0.667,0.745,9,-2.96,0,0.0621,0.238,2.06e-06,0.255,0.482,128.972,https://api.spotify.com/v1/audio-analysis/2kqnQCChvRpDRAasIwc4Rh,199027,4,0
Slow Grenade,Ellie Goulding,790083,0.758,0.562,9,-6.3020000000000005,1,0.0771,0.0996,0.0,0.0996,0.581,142.035,https://api.spotify.com/v1/audio-analysis/5z8uLrYMcUVvzTV28twt44,217493,4,0
Unbekannt,Bozza,782593,0.583,0.687,0,-5.756,1,0.149,0.129,1.15e-05,0.241,0.16,94.642,https://api.spotify.com/v1/audio-analysis/0iqichhGnbEy9w6p4sytpW,156327,4,0
Tout Est Bon,Boef,742390,0.7909999999999999,0.861,8,-5.311,0,0.12,0.211,0.0,0.0833,0.962,95.216,https://api.spotify.com/v1/audio-analysis/4BFjxR3dQzgSYFWjOnP4S3,155433,3,0
Flood My Wrist (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,686424,0.904,0.672,1,-6.544,1,0.197,0.003820000000000001,3e-06,0.138,0.398,139.984,https://api.spotify.com/v1/audio-analysis/5Tj4faD9lGyMw8ZatUYR6G,180935,4,0
Goosebumps,HVME,713945,0.767,0.659,1,-7.4289999999999985,1,0.0444,0.325,0.0,0.13,0.439,124.946,https://api.spotify.com/v1/audio-analysis/20McUFi8KCIVdNDLrkTDuZ,163208,4,0
Nada,Cali Y El Dandee,805197,0.684,0.8079999999999999,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.7120000000000001,173.905,https://api.spotify.com/v1/audio-analysis/4K8cyoCDovlc4FvtUr2Hfx,174027,4,0
Not a Pop Song,Little Mix,726393,0.624,0.6509999999999999,0,-4.715,1,0.0372,0.279,0.0,0.0782,0.355,139.115,https://api.spotify.com/v1/audio-analysis/0g4xPTe9fP1gPiXPMQKj7Z,179413,4,0
Blueberry Eyes (feat. SUGA of BTS),MAX,783840,0.746,0.611,0,-7.034,0,0.101,0.454,0.000922,0.133,0.411,149.967,https://api.spotify.com/v1/audio-analysis/6sI8Q7TTJeA9exw6hxEqq3,172245,4,0
The Chain - 2004 Remaster,Fleetwood Mac,729461,0.545,0.67,9,-8.81,1,0.0496,0.009000000000000001,0.000822,0.0451,0.481,151.553,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,270213,4,0
Ihr Hobby,Bonez MC,1043582,0.774,0.8140000000000001,10,-6.145,0,0.0584,0.204,0.456,0.118,0.254,109.019,https://api.spotify.com/v1/audio-analysis/4aZfvvgfoSfmSZpfwQYzC0,185330,4,0
777-666,Matuê,789305,0.544,0.802,10,-4.534,0,0.326,0.0534,0.0,0.139,0.322,179.924,https://api.spotify.com/v1/audio-analysis/3sGcETRMuAgcPgjDpIkgMn,164000,4,0
Pretty Boy (feat. Lil Yachty),Joji,1071453,0.6559999999999999,0.7759999999999999,6,-6.184,1,0.0672,0.16,0.378,0.3720000000000001,0.638,156.049,https://api.spotify.com/v1/audio-analysis/0f1G5SHFoFC9lO03gHCGVS,156759,4,0
Afterthought,Joji,1000877,0.6679999999999999,0.547,1,-8.024,1,0.0353,0.398,0.0766,0.0931,0.192,83.5,https://api.spotify.com/v1/audio-analysis/1ggYjU6zdFHgANcku82boU,194871,4,0
Ferrari,Anuel AA,758495,0.8420000000000001,0.732,7,-4.811,0,0.149,0.575,0.0,0.17600000000000002,0.629,140.07399999999998,https://api.spotify.com/v1/audio-analysis/4mbb7hmfDR6M9cQaLdYSFd,188780,4,0
SWAG,YG,702741,0.861,0.58,8,-7.07,0,0.338,0.0188,2.22e-06,0.0767,0.805,157.875,https://api.spotify.com/v1/audio-analysis/2ap9kKsIEiWa4bzsjqACEx,153478,4,0
Trippin’,Luciano,805189,0.7709999999999999,0.627,10,-7.185,0,0.161,0.397,0.00442,0.0883,0.679,141.815,https://api.spotify.com/v1/audio-analysis/1KKooKZBpTAPVFjGvStjsa,190267,4,0
Lay Your Head On Me (feat. Marcus Mumford),Major Lazer,829533,0.6579999999999999,0.765,11,-7.002000000000002,0,0.0469,0.0471,1.02e-05,0.0936,0.222,119.974,https://api.spotify.com/v1/audio-analysis/0oB9964bp22Bmok0Dmxlzb,199895,4,0
NOTHING LESS,PARTYNEXTDOOR,874784,0.612,0.304,5,-9.77,0,0.0332,0.754,0.0075200000000000015,0.108,0.308,119.879,https://api.spotify.com/v1/audio-analysis/7aGpxzqEndzz82BfUiPOu8,208789,4,0
Eternal Summer,The Strokes,619503,0.62,0.78,7,-4.466,0,0.0364,0.0142,0.011,0.0833,0.328,93.954,https://api.spotify.com/v1/audio-analysis/6IRzBP4gVoV4D2zHmocoWy,375320,4,0
Do The Most,Tory Lanez,703185,0.67,0.634,8,-6.682,1,0.294,0.0337,0.0,0.0714,0.375,204.113,https://api.spotify.com/v1/audio-analysis/7n0lXKEOaFxrAU0R93fIQh,144098,4,0
10 F*CKS (with Mansa),Tory Lanez,656683,0.7090000000000001,0.562,11,-10.326,1,0.116,0.048,0.0,0.207,0.265,88.027,https://api.spotify.com/v1/audio-analysis/7DHNcoR73yUYCSn6PqBgkH,169763,4,0
Bad Decisions,The Strokes,692038,0.377,0.922,0,-3.4,1,0.056,0.0136,0.204,0.28,0.394,153.404,https://api.spotify.com/v1/audio-analysis/55N8cxpE1QDoeaaNqUnoZ2,293360,4,0
Pricey & Spicy,Tory Lanez,712159,0.506,0.665,5,-7.11,1,0.229,0.0662,0.0,0.146,0.14400000000000002,149.872,https://api.spotify.com/v1/audio-analysis/1ahRPMw2Cpv1HfUNW8Ykw4,151628,4,0
Una Locura,Ozuna,1877976,0.7140000000000001,0.7609999999999999,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.02200000000005,https://api.spotify.com/v1/audio-analysis/5y7DaS3jAc9eZzcSOoUIwU,230693,4,0
Tyler Herro,Jack Harlow,1414236,0.794,0.7559999999999999,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,https://api.spotify.com/v1/audio-analysis/4DuUwzP4ALMqpquHU0ltAB,156498,4,0
Angeklagt,Bonez MC,1398341,0.6579999999999999,0.623,1,-9.154,0,0.0912,0.171,0.00528,0.114,0.305,182.011,https://api.spotify.com/v1/audio-analysis/3pJa2fy3VW7Uxrzzz0k1A7,168991,4,0
Midnight (feat. Liam Payne),Alesso,729095,0.5870000000000001,0.648,11,-6.9270000000000005,0,0.0439,0.0561,0.0,0.115,0.281,144.028,https://api.spotify.com/v1/audio-analysis/4ZTTUAjJCd4NMZmIU7RB4c,220141,4,0
SO DONE,The Kid LAROI,1174209,0.7190000000000001,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592,https://api.spotify.com/v1/audio-analysis/5psEZhQu6lukjhavJo4AbC,126521,4,0
Too Much (feat. Usher),Marshmello,1036556,0.7120000000000001,0.8909999999999999,6,-2.76,0,0.0401,0.00415,0.0,0.258,0.735,126.012,https://api.spotify.com/v1/audio-analysis/39umHdGKfpnjY4TFtnoQ51,165704,4,0
Sweet Melody,Little Mix,1013926,0.448,0.8240000000000001,5,-4.249,0,0.057,0.0739,0.0,0.113,0.419,119.965,https://api.spotify.com/v1/audio-analysis/28xX6K8LnkZve4RiuEB3iK,213693,4,0
Teardrops,Bring Me The Horizon,1006022,0.4970000000000001,0.916,7,-3.323,1,0.108,0.000323,0.0,0.36,0.401,96.051,https://api.spotify.com/v1/audio-analysis/3aniWcwiiYKHpm3F5TdeKD,215004,4,0
Hell and High Water (feat. Alessia Cara),Major Lazer,988953,0.474,0.772,5,-5.925,0,0.26,0.368,3.32e-06,0.183,0.4270000000000001,169.893,https://api.spotify.com/v1/audio-analysis/5C2ry6OWozoqrEDyBz7MOX,145412,4,0
Without You,Luke Combs,835073,0.522,0.659,6,-6.016,1,0.0304,0.307,0.0,0.102,0.355,141.996,https://api.spotify.com/v1/audio-analysis/3zxAw8PaqpeGZ3Pakkxv3J,224987,4,0
BICHOTA,KAROL G,849962,0.863,0.6659999999999999,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,https://api.spotify.com/v1/audio-analysis/7vrJn5hDSXRmdXoR30KgF1,178947,4,0
Chica Ideal,Sebastian Yatra,844416,0.574,0.8909999999999999,0,-3.665,0,0.157,0.0847,0.0,0.16,0.7070000000000001,100.978,https://api.spotify.com/v1/audio-analysis/21N4Buj4xsyLb218lYle61,183240,4,0
Antes y Después,Anuel AA,752755,0.732,0.634,1,-5.5870000000000015,1,0.36,0.171,0.0,0.204,0.5329999999999999,173.886,https://api.spotify.com/v1/audio-analysis/0YbXuCsQwrsh5x0hgnED6z,414820,4,0
Que Se Joda,Anuel AA,856832,0.624,0.888,2,-2.13,1,0.099,0.238,0.0,0.317,0.8240000000000001,180.088,https://api.spotify.com/v1/audio-analysis/5p3JJehpKHjr9pJT5eD2Lz,226160,4,0
Daechwita,Agust D,1794593,0.65,0.8270000000000001,8,-4.0139999999999985,1,0.0599,0.0229,0.0,0.121,0.223,144.995,https://api.spotify.com/v1/audio-analysis/0H4ugk6rhnXmTl47ayy9O5,225668,4,0
One Of My,Future,915840,0.95,0.5,1,-8.18,1,0.399,0.103,3.77e-05,0.103,0.598,114.009,https://api.spotify.com/v1/audio-analysis/12ZpiGAd2uPgJiofgoZMue,142979,4,0
Trillionaire (feat. Youngboy Never Broke Again),Future,1495902,0.768,0.526,0,-7.182,1,0.209,0.237,0.0,0.139,0.473,139.999,https://api.spotify.com/v1/audio-analysis/740kQ8xwSGloumdiKR5Cwz,167552,4,0
Trapped In The Sun,Future,1322926,0.701,0.546,6,-5.917999999999998,0,0.133,0.435,0.0,0.188,0.118,151.9,https://api.spotify.com/v1/audio-analysis/6QeUzTuBoasiii8nevDciq,201980,4,0
Freedom (feat. Kendrick Lamar),Beyoncé,691229,0.4370000000000001,0.8029999999999999,2,-6.412000000000001,1,0.305,0.0376,0.0,0.6829999999999999,0.406,84.37799999999999,https://api.spotify.com/v1/audio-analysis/7aBxcRw77817BrkdPChAGY,289760,4,0
X (with KAROL G),Jonas Brothers,1166928,0.715,0.8270000000000001,4,-5.09,0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977,https://api.spotify.com/v1/audio-analysis/77fvnWALKJR0ws1VUx09CY,185277,4,0
Ridin Strikers,Future,1097398,0.595,0.534,1,-8.747,1,0.318,0.0106,0.00157,0.107,0.134,162.066,https://api.spotify.com/v1/audio-analysis/6PHbWsTTlmQKF9i9VC1KFv,225348,4,0
HiTek Tek,Future,1092963,0.873,0.591,2,-7.332000000000002,1,0.293,0.00102,0.0,0.13,0.188,150.05700000000004,https://api.spotify.com/v1/audio-analysis/5v1STk4ZTTDrhgCs6LD3nd,182400,4,0
Touch The Sky,Future,1031388,0.898,0.5770000000000001,2,-7.785,1,0.238,0.0361,0.0,0.17600000000000002,0.266,83.01799999999999,https://api.spotify.com/v1/audio-analysis/29s4u1adFGLWtGehbR5xkq,144361,4,0
Racks 2 Skinny,Migos,1019455,0.8140000000000001,0.584,1,-5.425,1,0.0819,0.00839,0.0,0.0646,0.405,141.016,https://api.spotify.com/v1/audio-analysis/568OIKgeHyGRD3uWR44JbO,178025,4,0
Excitement,Trippie Redd,1019028,0.474,0.6809999999999999,4,-3.4730000000000003,0,0.038,0.0263,4.2700000000000015e-05,0.0972,0.0384,121.96,https://api.spotify.com/v1/audio-analysis/3WnTQDd9A3bpBfzCziElU9,283270,4,0
Harlem Shake (feat. Young Thug),Future,972813,0.8640000000000001,0.6890000000000001,10,-7.273,0,0.22,7.68e-05,0.000467,0.111,0.412,152.946,https://api.spotify.com/v1/audio-analysis/3cFHCXuBZKMJd8Q4Wt8RB3,148246,4,0
Go Stupid,Polo G,967033,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,https://api.spotify.com/v1/audio-analysis/4PklAHGXT5ityno3IA8SKd,165726,4,0
Higher Ground (feat. John Martin),Martin Garrix,934557,0.442,0.619,1,-5.28,1,0.0321,0.0841,0.0,0.0889,0.382,128.31799999999998,https://api.spotify.com/v1/audio-analysis/0rohJsT6NWsThpukt0Xxdc,206279,4,0
GEHT NICH GIBS NICH,KC Rebell,894129,0.73,0.594,1,-9.04,1,0.34700000000000003,0.0793,0.000417,0.128,0.4270000000000001,139.855,https://api.spotify.com/v1/audio-analysis/2MpaGhvIcWxGpTppgQWM1D,180160,4,0
Promiscuous,Nelly Furtado,716886,0.8079999999999999,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,https://api.spotify.com/v1/audio-analysis/2gam98EZKrF9XuOkU13ApN,242293,4,0
Hard To Choose One,Future,877078,0.884,0.436,10,-9.922,1,0.255,0.011,0.0,0.101,0.254,119.013,https://api.spotify.com/v1/audio-analysis/66z5CuZkqkb18VhFTRwbZk,193657,4,0
Posted With Demons,Future,873342,0.931,0.574,4,-5.695,0,0.381,0.28300000000000003,0.0,0.274,0.449,129.967,https://api.spotify.com/v1/audio-analysis/7enaBBJnekyUCcXRuwGEH6,189342,4,0
Be Something (feat. Lil Baby),Polo G,845066,0.8290000000000001,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.10299999999998,https://api.spotify.com/v1/audio-analysis/65jw6GhwQW3Db55PxlPEpS,194118,4,0
Beautiful Pain (Losin My Mind),Polo G,772368,0.597,0.477,1,-9.638,0,0.642,0.13699999999999998,0.0,0.113,0.512,80.382,https://api.spotify.com/v1/audio-analysis/4SIB2yxKoFOrbkjA4zfQbB,171442,4,0
Maison,Luciano,744282,0.926,0.446,1,-8.509,1,0.29600000000000004,0.0113,1.22e-06,0.0692,0.62,142.977,https://api.spotify.com/v1/audio-analysis/78YdCUtMzJEPdWeFEtTnIO,193880,4,0
Up the River,Future,742344,0.79,0.569,5,-7.591,0,0.235,0.22,0.0,0.161,0.213,86.01100000000002,https://api.spotify.com/v1/audio-analysis/5i8AHhRU9tfp8c3drQetaa,189501,4,0
Too Comfortable,Future,725308,0.935,0.472,3,-9.304,0,0.0575,0.0455,0.0,0.19,0.659,130.041,https://api.spotify.com/v1/audio-analysis/0biVzpdI2z0vAxwfU9xuuA,236819,4,0
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,715504,0.696,0.6859999999999999,5,-6.113,0,0.0309,0.262,0.0,0.174,0.7,115.982,https://api.spotify.com/v1/audio-analysis/49dFIRQCQxPWgoH0m38XQ5,160289,4,0
S.O.T.L. (Silence of the Lambs) [feat. Lil Wayne],Ludacris,734209,0.924,0.7659999999999999,10,-4.092,0,0.256,0.051,0.0,0.0981,0.455,132.06,https://api.spotify.com/v1/audio-analysis/1tXCF7TwDnuHRgwQ63FeM5,191713,4,0
Temperature Rising,Tory Lanez,687455,0.5660000000000001,0.521,9,-5.4529999999999985,1,0.0455,0.00612,0.0,0.0809,0.073,131.85299999999998,https://api.spotify.com/v1/audio-analysis/1miln1rdxYSBD0NOeIQeJG,136333,5,0
RONCA FREESTYLE,Bad Bunny,1732906,0.856,0.6559999999999999,5,-6.483,0,0.131,0.165,0.0,0.0998,0.586,90.041,https://api.spotify.com/v1/audio-analysis/3XZeOzJ9tqnu58YP6cqApI,150060,4,0
Keep Ya Head Up,2Pac,749327,0.598,0.732,4,-7.013,1,0.425,0.14400000000000002,0.0,0.508,0.595,172.329,https://api.spotify.com/v1/audio-analysis/0XRbYXQUymj9SJkrr8YK5B,262507,4,0
All Bad (feat. Lil Uzi Vert),Future,1520703,0.931,0.667,6,-7.042999999999998,0,0.318,0.0144,0.0,0.15,0.667,142.039,https://api.spotify.com/v1/audio-analysis/021lWIHJrURZrmvYQ1xcM8,207739,4,0
In the End,Linkin Park,780134,0.556,0.8640000000000001,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4,0
FLY,KC Rebell,780603,0.835,0.596,5,-6.6370000000000005,0,0.297,0.13699999999999998,1.09e-06,0.16399999999999998,0.897,100.706,https://api.spotify.com/v1/audio-analysis/1WoM4mof0Nl1xPtwf6h6ow,174893,4,0
Tick Tock,Joji,1203530,0.7809999999999999,0.613,4,-5.582000000000002,0,0.0524,0.0399,0.00713,0.0976,0.613,80.53,https://api.spotify.com/v1/audio-analysis/2Imn5iTu2xD3gXCqpBqubu,132215,4,0
Hit Different,SZA,1739926,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,https://api.spotify.com/v1/audio-analysis/7Bar1kLTmsRmH6FCKKMEyU,202008,4,0
Back Door,Stray Kids,754306,0.82,0.8420000000000001,7,-3.853,1,0.272,0.157,0.0,0.112,0.653,107.952,https://api.spotify.com/v1/audio-analysis/3KUGAgxo3b81X5bWoOp0U8,189287,4,0
Del Mar,Ozuna,1336299,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,https://api.spotify.com/v1/audio-analysis/5cpJFiNwYyWwFLH0V6B3N8,214507,4,0
Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,2182216,0.758,0.598,0,-5.695,0,0.0868,0.16,0.0,0.295,0.6579999999999999,149.836,https://api.spotify.com/v1/audio-analysis/4TgxFMOn5yoESW6zCidCXL,184905,4,0
Thinking out Loud,Ed Sheeran,879932,0.7809999999999999,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,281560,4,0
Daddy Issues,The Neighbourhood,771176,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,https://api.spotify.com/v1/audio-analysis/5E30LdtzQTGqRvNd7l6kG5,260173,4,0
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,849048,0.7979999999999999,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,0.6,124.962,https://api.spotify.com/v1/audio-analysis/6i7zAdNhzUN2k1HcrBxPHG,156960,4,0
Sofia,Clairo,1332445,0.7440000000000001,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.6409999999999999,112.997,https://api.spotify.com/v1/audio-analysis/7B3z0ySL9Rr0XvZEAjWZzM,188387,4,0
Take Me To Church,Hozier,736234,0.5660000000000001,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.4370000000000001,128.945,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4,0
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],Internet Money,857091,0.8320000000000001,0.5489999999999999,1,-8.259,0,0.0602,0.168,0.0,0.11,0.384,140.045,https://api.spotify.com/v1/audio-analysis/5sBplhIrmzA4kQGyIOpmDf,181496,4,0
Levitating (feat. DaBaby),Dua Lipa,1570336,0.7020000000000001,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,https://api.spotify.com/v1/audio-analysis/463CkQjx2Zk1yXoBuierM9,203064,4,0
Mi Niña,Wisin,1376126,0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.14300000000000002,0.7909999999999999,99.999,https://api.spotify.com/v1/audio-analysis/2bgcUk2A3jjKbCJ7KPquTi,213314,4,0
Jump - 2015 Remaster,Van Halen,1296209,0.5720000000000001,0.835,0,-6.2189999999999985,1,0.0317,0.171,0.000376,0.0702,0.7959999999999999,129.994,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4,0
Hate The Way (feat. blackbear),G-Eazy,1064253,0.569,0.865,4,-3.844,0,0.266,0.0673,0.0,0.312,0.361,82.01100000000002,https://api.spotify.com/v1/audio-analysis/3QGppKBPd9gHOgHJzRbVIw,214363,4,0
Outta Time (feat. Drake),Bryson Tiller,2024835,0.7140000000000001,0.5820000000000001,5,-7.272,0,0.0808,0.0129,0.0,0.0774,0.338,92.819,https://api.spotify.com/v1/audio-analysis/4SCnCPOUOUXUmCX2uHb3r7,198822,4,0
Many Men,21 Savage,2351039,0.635,0.7929999999999999,10,-4.333,0,0.0322,0.000647,0.747,0.113,0.281,77.594,https://api.spotify.com/v1/audio-analysis/3CDVMejYHnB1SkEEx0T1N4,201856,4,0
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,1105471,0.58,0.908,4,-5.303,1,0.0341,0.000335,4.84e-05,0.087,0.4270000000000001,115.016,https://api.spotify.com/v1/audio-analysis/5i7ThJfYLAzp2DyZuFpF6j,213672,4,0
Slidin,21 Savage,2353215,0.774,0.706,2,-6.494,1,0.355,0.0016300000000000002,1.28e-06,0.104,0.382,152.891,https://api.spotify.com/v1/audio-analysis/7fxSLnklnayJNBIKntXedZ,185037,4,0
Back In Black,AC/DC,735365,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4,0
Just the Way You Are,Bruno Mars,824775,0.637,0.843,5,-5.4129999999999985,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220733,4,0
La Nota,Manuel Turizo,1613151,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,https://api.spotify.com/v1/audio-analysis/7ndTONDDRFGiPnnhOzOXxq,216107,4,0
Deep End,Fousheé,1189725,0.711,0.5920000000000001,4,-7.136,0,0.23,0.758,0.0,0.156,0.535,124.749,https://api.spotify.com/v1/audio-analysis/6HlE9t71z9DjGi7KqSyEpA,141224,4,0
Train Wreck,James Arthur,1083231,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,https://api.spotify.com/v1/audio-analysis/55Am8neGJkdj2ADaM3aw5H,208827,4,0
Fake,Lauv,1177271,0.703,0.657,4,-5.363,1,0.0783,0.139,0.0,0.093,0.455,82.96,https://api.spotify.com/v1/audio-analysis/4Gt2kh3QbAGU6yquOWn4aW,146375,4,0
Enchule,Rauw Alejandro,808283,0.763,0.6659999999999999,7,-3.3160000000000003,1,0.194,0.153,0.0,0.301,0.5870000000000001,90.086,https://api.spotify.com/v1/audio-analysis/3ThrfRAmijYU098H9q9tAs,185719,4,0
"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,1194933,0.737,0.867,11,-2.259,0,0.0458,0.0398,0.0,0.32,0.506,98.05,https://api.spotify.com/v1/audio-analysis/2fTdRdN73RgIgcUZN33dvt,175873,4,0
No Shame,5 Seconds of Summer,1452670,0.5760000000000001,0.815,7,-3.125,1,0.0361,0.0186,2.07e-06,0.158,0.445,90.972,https://api.spotify.com/v1/audio-analysis/5JSVa5i6lFPoyOzK4gj0Ox,190894,4,0
Only The Young - Featured in Miss Americana,Taylor Swift,1301789,0.56,0.78,5,-4.895,0,0.0517,0.00244,0.0,0.0714,0.602,93.516,https://api.spotify.com/v1/audio-analysis/2slqvGLwzZZYsT4K4Y1GBC,157507,4,0
Baby,Joker Bra,1201937,0.7709999999999999,0.921,1,-4.228,0,0.109,0.166,0.000211,0.119,0.56,128.02100000000002,https://api.spotify.com/v1/audio-analysis/1V7JaMp11LKGwKiVmSetf0,148125,4,0
Broken Glass,Kygo,1415916,0.526,0.633,7,-7.002000000000002,1,0.134,0.3720000000000001,0.0,0.129,0.272,171.044,https://api.spotify.com/v1/audio-analysis/78ldtCaBRJVp2i91B715L0,203947,3,0
Pa' La Cultura,David Guetta,808568,0.755,0.8540000000000001,9,-4.288,0,0.0517,0.0249,1.58e-05,0.389,0.588,105.038,https://api.spotify.com/v1/audio-analysis/3MR5Lnhd6uCIgLXSK7nmyX,235603,4,0
Calmo,Shiva,788015,0.579,0.8240000000000001,7,-5.356,1,0.29600000000000004,0.0722,0.0,0.259,0.477,165.854,https://api.spotify.com/v1/audio-analysis/6A5qLjVbEC2vNlu17tsExI,151084,4,0
Simmer,Hayley Williams,803506,0.7809999999999999,0.598,7,-7.417999999999998,1,0.043,0.213,0.00271,0.118,0.362,109.97,https://api.spotify.com/v1/audio-analysis/4O2XaXdnpyUPj90lNq1bIR,266116,4,0
Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,634974,0.85,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.076,https://api.spotify.com/v1/audio-analysis/5h8ve1B7Gr3k4W0WXAgLxE,167187,4,0
Jerusalema (feat. Nomcebo Zikode),Master KG,1210308,0.88,0.483,1,-7.0120000000000005,1,0.0504,0.0185,8.75e-06,0.0607,0.8270000000000001,124.009,https://api.spotify.com/v1/audio-analysis/2MlOUXmcofMackX3bxfSwi,342613,4,0
Your Man,Joji,1475168,0.785,0.818,7,-8.711,1,0.099,0.624,0.149,0.149,0.0503,117.98,https://api.spotify.com/v1/audio-analysis/6Vgtvd7I5yopJdBuxqjBd2,163759,4,0
"Don't Shoot (feat. Rick Ross, 2 Chainz, Diddy, Fabolous, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh & TGT)",The Game,1152106,0.693,0.503,1,-9.807,1,0.242,0.0755,0.0,0.608,0.239,81.171,https://api.spotify.com/v1/audio-analysis/53uF5QwHADVXKv383qXnXd,367151,4,0
You Got It,Vedo,1084984,0.774,0.376,5,-9.372,1,0.208,0.297,0.0,0.165,0.391,122.089,https://api.spotify.com/v1/audio-analysis/4lsHZ92XCFOQfzJFBTluk8,201587,4,0
Hood,AK AUSSERKONTROLLE,696056,0.8740000000000001,0.435,10,-8.69,0,0.402,0.0265,0.0,0.14300000000000002,0.609,122.061,https://api.spotify.com/v1/audio-analysis/6xMBPfgaEQKshwp7oYrtP4,199645,4,0
