danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hiphop,rap,pop,electronic,trap,indie,rnb,rock,dance,reggaeton,Label
0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,203908,4,1,1,0,0,1,0,0,0,0,0,1
0.787,0.728,2,-4.049,1,0.0417,0.0902,0,0.316,0.198,119.945,248043,4,0,0,0,1,1,0,0,0,1,0,1
0.716,0.563,3,-5.486,1,0.0425,0.326,0,0.119,0.495,86.005,160465,4,0,0,1,0,0,0,1,0,0,0,1
0.421,0.653,9,-4.85,0,0.398,0.0135,0,0.114,0.733,78.6,175424,4,0,0,1,0,0,1,0,0,0,0,1
0.681,0.314,8,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,208120,4,1,1,0,0,1,0,0,0,0,0,1
0.472,0.996,1,-0.578,1,0.16,0.00687,0,0.392,0.114,117.004,260017,4,0,0,0,0,0,0,0,1,0,0,1
0.597,0.41,7,-8.293,0,0.074,0.723,0,0.106,0.0736,103.666,210422,4,0,0,1,0,0,0,0,1,0,0,1
0.268,0.829,7,-5.17,1,0.101,0.00107,0,0.157,0.351,199.886,165967,4,1,1,1,0,0,0,0,0,0,0,1
0.705,0.816,10,-7.046,0,0.32,0.0805,0,0.476,0.929,94.211,138872,4,1,1,0,0,0,0,0,0,0,0,1
0.833,0.66,5,-7.464,1,0.128,0.0822,1.74E-06,0.346,0.138,89.992,179067,4,1,1,0,0,1,0,0,0,0,0,1
0.548,0.542,11,-6.839,0,0.139,0.274,0,0.0967,0.649,174.043,370492,4,0,0,0,0,0,0,0,0,0,1,1
0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,207787,3,0,0,0,0,0,0,0,0,1,0,1
0.687,0.63,6,-10.817,1,0.0389,0.251,0,0.221,0.926,110.051,139733,4,0,0,0,0,0,0,0,0,0,0,1
0.577,0.833,5,-3.337,1,0.0695,0.0137,0,0.121,0.58,107.936,169667,4,0,0,1,0,0,1,0,1,0,0,1
0.422,0.852,6,-3.546,1,0.208,0.0845,0,0.0687,0.666,82.914,248387,4,1,0,1,0,0,0,0,0,0,0,1
0.852,0.432,1,-8.04,0,0.501,0.0599,0,0.146,0.258,140.042,236571,4,1,1,0,0,1,0,0,0,0,0,1
0.813,0.64,2,-5.908,1,0.272,0.269,0,0.131,0.488,92.989,147076,4,1,0,1,0,0,0,1,0,0,0,1
0.656,0.381,0,-8.757,0,0.0802,0.653,0,0.116,0.166,84.907,325556,4,1,1,0,0,0,0,0,0,0,0,1
0.851,0.85,1,-3.4,1,0.0904,0.226,0,0.145,0.642,99.975,165605,4,1,0,0,0,0,0,1,0,0,0,1
0.81,0.471,8,-5.047,1,0.0496,0.00554,0.000197,0.134,0.391,75.003,143292,4,0,0,0,0,0,0,0,0,0,0,1
0.405,0.229,2,-12.334,0,0.0369,0.935,0.0171,0.172,0.186,78.434,300361,3,0,0,1,0,0,1,0,1,0,0,1
0.91,0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,276333,4,1,1,0,0,0,0,0,0,0,0,1
0.803,0.511,1,-7.585,0,0.0496,0.223,0,0.358,0.24,114.007,193684,4,1,0,0,0,0,0,0,0,0,0,1
0.921,0.607,1,-7.397,1,0.209,0.525,1.12E-06,0.123,0.753,140.071,197079,4,1,1,0,0,0,0,0,0,0,0,1
0.711,0.757,1,-4.188,0,0.29,0.268,0,0.367,0.724,174.013,218587,4,0,0,0,0,0,0,0,0,0,1,1
0.849,0.699,4,-5.193,0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,256341,4,1,1,0,0,1,0,0,0,0,0,1
0.833,0.652,0,-6.194,0,0.308,0.0486,0.000134,0.145,0.413,130.002,155632,4,1,0,0,0,0,0,0,0,0,0,1
0.581,0.673,0,-4.421,0,0.0549,0.0768,0,0.4,0.621,160.073,171817,4,1,1,0,0,0,0,0,0,0,0,1
0.8,0.956,11,-4.432,0,0.178,0.113,0,0.107,0.65,90.025,252133,4,1,1,0,0,0,0,0,0,0,0,1
0.613,0.842,10,-4.332,0,0.219,0.0157,0,0.23,0.645,169.917,238726,4,1,1,1,0,0,0,0,0,0,0,1
0.624,0.618,8,-4.868,1,0.0322,0.115,3.30E-06,0.104,0.122,125.036,197253,4,0,0,1,0,0,0,1,0,0,0,1
0.862,0.274,0,-5.818,0,0.484,0.0974,0.185,0.183,0.146,77.493,148640,4,1,1,0,0,1,0,0,0,0,0,1
0.742,0.625,8,-5.296,1,0.059,0.296,0,0.148,0.31,114.902,240689,4,0,0,1,0,0,0,0,0,0,0,1
0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901,206279,4,0,0,0,0,0,0,0,0,1,1,1
0.326,0.303,9,-11.802,1,0.047,0.565,0.000655,0.161,0.0677,78.888,228071,3,0,0,1,0,0,1,0,0,0,0,1
0.554,0.596,7,-8.214,1,0.13,0.162,0.00482,0.0805,0.255,165.728,297404,4,1,1,1,0,0,0,1,0,0,0,1
0.507,0.898,3,-4.493,0,0.477,0.079,0,0.0835,0.527,142.828,146987,4,1,0,0,0,1,0,0,0,0,0,1
0.504,0.655,0,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982,264066,4,0,0,1,0,0,1,0,0,0,0,1
0.49,0.473,5,-8.887,1,0.129,0.792,0,0.113,0.603,171.535,169587,4,0,0,1,0,0,0,0,0,0,0,1
0.442,0.619,1,-5.28,1,0.0321,0.0841,0,0.0889,0.382,128.318,206279,4,0,0,0,1,0,0,0,0,1,0,1
0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,78681,4,1,1,0,0,0,0,0,0,0,0,1
0.471,0.786,1,-5.24,1,0.192,0.00888,1.89E-06,0.187,0.61,160.01,205320,4,0,0,0,0,0,1,0,1,0,0,1
0.8,0.756,7,-4.4,0,0.0367,0.687,2.06E-06,0.111,0.456,113.204,193444,3,1,1,0,0,1,0,0,0,0,0,1
0.914,0.624,11,-6.112,0,0.0531,0.00348,0.00389,0.395,0.346,109.977,189600,4,1,1,1,0,0,0,0,0,0,0,1
0.679,0.728,5,-3.092,0,0.154,0.159,0,0.107,0.46,152.001,181013,4,0,0,0,0,0,0,1,0,0,0,1
0.443,0.608,11,-6.708,0,0.0669,0.0828,0.000234,0.102,0.23,70.124,197413,4,0,0,0,0,0,1,0,0,0,0,1
0.679,0.572,5,-6.703,1,0.0781,0.455,2.41E-06,0.127,0.542,92.859,183428,4,0,0,1,0,0,0,0,0,0,0,1
0.439,0.412,9,-8.096,0,0.0327,0.793,0,0.0469,0.179,122.933,305900,4,0,0,1,0,0,1,0,1,0,0,1
0.823,0.842,10,-7.539,0,0.0477,0.0359,0,0.381,0.396,91.995,216520,4,1,1,0,0,0,0,0,0,0,0,1
0.735,0.787,7,-4.375,0,0.16,0.667,6.15E-06,0.0721,0.455,168.997,203093,4,0,0,1,0,0,0,0,0,0,1,1
0.426,0.669,6,-7.154,0,0.0907,0.295,0.035,0.108,0.0983,93.136,197832,4,0,1,0,0,0,0,0,0,0,0,1
0.892,0.459,1,-7.822,1,0.0951,0.0255,0,0.149,0.104,136.982,260224,4,1,1,0,0,1,0,0,0,0,0,1
0.781,0.755,2,-6.607,1,0.213,0.235,2.60E-05,0.295,0.52,147.972,200773,4,1,0,0,0,0,0,0,0,0,0,1
0.636,0.718,1,-4.833,0,0.0313,0.00483,6.51E-06,0.292,0.437,143.929,217867,4,0,0,1,0,0,1,0,1,0,0,1
0.452,0.688,0,-4.84,0,0.0385,0.0263,0,0.11,0.313,76.99,199600,4,0,0,1,0,0,0,1,0,0,0,1
0.804,0.791,3,-3.438,0,0.0598,0.118,0.000162,0.0814,0.809,87.996,254907,4,0,0,1,0,0,0,0,0,0,1,1
0.871,0.715,3,-7.828,0,0.147,0.196,0,0.14,0.378,150.955,102960,4,1,1,0,0,1,0,0,0,0,0,1
0.446,0.635,0,-4.476,1,0.0533,0.00434,0.000642,0.122,0.301,89.856,185790,1,0,0,1,0,0,0,1,0,0,0,1
0.422,0.745,8,-4.632,1,0.0378,0.221,0,0.0981,0.588,95.487,193447,4,0,0,0,0,0,0,0,0,0,0,1
0.472,0.181,10,-11.417,1,0.0406,0.896,1.02E-06,0.11,0.198,116.155,208573,4,0,0,1,1,0,0,0,0,0,0,1
0.854,0.77,1,-5.887,0,0.159,0.028,0,0.117,0.178,123.984,206613,4,1,1,0,0,0,0,0,0,0,0,1
0.653,0.684,7,-7.052,0,0.199,0.0615,0.000387,0.27,0.355,110.049,198360,4,0,1,1,1,0,1,0,0,0,0,1
0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4,0,0,0,0,0,0,0,1,0,0,1
0.839,0.594,0,-9.087,1,0.139,0.249,0.0264,0.165,0.58,76.007,179844,4,1,1,0,0,0,0,0,0,0,0,1
0.872,0.613,9,-4.884,1,0.319,0.265,0,0.0819,0.339,139.888,196027,4,1,1,0,0,0,0,0,0,0,0,1
0.453,0.871,9,-12.004,1,0.0345,0.000451,0.298,0.43,0.748,170.011,262373,4,0,0,0,0,0,0,0,1,0,0,1
0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,0,0,0,0,1,0,0,0,0,1,1
0.754,0.778,10,-2.745,0,0.134,0.365,6.96E-05,0.152,0.95,74.999,269232,4,1,1,0,0,0,0,0,0,0,0,1
0.389,0.768,1,-4.765,1,0.256,0.038,0,0.119,0.334,90.146,183567,4,1,1,1,0,0,0,0,0,0,0,1
0.673,0.81,8,-3.793,1,0.36,0.0322,0,0.133,0.564,166.084,266325,4,1,1,0,0,0,0,0,0,0,0,1
0.674,0.862,7,-3.4,1,0.231,0.0189,0,0.113,0.357,160.073,244470,4,1,0,0,0,0,0,1,0,0,0,1
0.302,0.669,1,-9.404,1,0.238,0.275,3.58E-05,0.369,0.127,164.8,183120,5,1,1,0,0,0,0,0,0,0,0,1
0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004,235988,4,1,1,0,0,1,0,0,0,0,0,1
0.659,0.672,9,-7.442,1,0.264,0.413,0,0.125,0.452,139.868,178286,4,1,1,0,0,1,0,0,0,0,0,1
0.689,0.426,0,-9.449,0,0.0368,0.388,0,0.129,0.411,90.049,237983,4,1,1,0,0,1,0,0,0,0,0,1
0.608,0.93,8,-3.97,1,0.0604,0.000561,0.00175,0.156,0.432,123.018,236529,4,0,0,0,0,0,0,0,0,0,0,1
0.852,0.447,7,-12.241,0,0.539,0.291,0.0214,0.105,0.36,160.065,182533,4,1,1,0,0,0,0,0,0,0,0,1
0.92,0.458,5,-5.643,0,0.315,0.0171,0,0.107,0.403,132.992,159755,4,1,1,0,0,1,0,0,0,0,0,1
0.499,0.3,10,-8.631,1,0.0433,0.616,1.69E-06,0.128,0.212,126.724,226731,3,0,0,1,1,0,0,0,0,0,0,1
0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,197947,4,0,0,1,1,0,0,0,0,0,0,1
0.323,0.803,7,-7.397,1,0.0369,7.35E-05,0.834,0.0957,0.386,144.755,943529,5,0,0,0,0,0,0,0,1,0,0,1
0.72,0.517,10,-9.191,1,0.369,0.199,0,0.164,0.445,119.952,237452,5,1,0,0,0,0,0,1,0,0,0,1
0.7,0.872,10,-5.896,1,0.0666,0.121,7.08E-06,0.103,0.761,125.03,190302,4,0,0,0,1,0,0,0,0,0,0,1
0.817,0.646,4,-5.12,0,0.249,0.0152,0,0.125,0.835,162.898,213080,4,1,1,0,0,1,0,0,0,0,0,1
0.722,0.738,9,-6.073,0,0.247,0.328,1.47E-05,0.198,0.748,198.075,184720,4,0,0,1,0,0,0,0,0,0,1,1
0.462,0.99,1,-3.175,0,0.211,0.000103,0,0.374,0.204,137.061,220539,4,0,0,0,0,0,0,0,0,0,0,1
0.803,0.569,2,-7.392,1,0.0739,0.0623,0,0.083,0.809,107.986,188889,4,0,0,1,0,0,0,1,0,0,0,1
0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,176632,4,1,1,0,0,1,0,0,0,0,0,1
0.757,0.618,3,-8.037,0,0.172,0.378,0,0.106,0.316,101.031,304795,4,1,1,0,0,0,0,0,0,0,0,1
0.764,0.666,2,-6.995,1,0.0828,0.0404,5.84E-05,0.136,0.216,139.976,154549,4,0,0,0,0,0,0,0,1,0,0,1
0.82,0.685,1,-7.093,1,0.288,0.0603,1.82E-05,0.671,0.462,91.98,298164,4,0,0,1,0,0,0,0,0,1,1,1
0.735,0.586,11,-6.455,0,0.499,0.062,2.39E-06,0.0873,0.359,159.908,258400,4,1,1,0,0,0,0,0,0,0,0,1
0.56,0.735,0,-6.344,1,0.0638,0.0181,8.54E-06,0.0571,0.27,148.026,292079,4,1,1,0,0,0,0,0,0,0,0,1
0.71,0.844,6,-5.589,0,0.0968,0.0699,0,0.354,0.469,103.009,240777,4,0,0,1,0,0,0,1,0,0,0,1
0.697,0.385,9,-9.47,1,0.0395,0.35,0.00315,0.0779,0.736,97.206,177523,4,0,0,1,0,0,0,0,1,0,0,1
0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,190534,4,1,1,1,0,0,0,0,0,0,0,1
0.775,0.271,1,-9.131,0,0.092,0.554,0.00285,0.112,0.204,104.001,196998,3,0,0,1,0,0,0,1,0,0,0,1
0.694,0.796,5,-3.696,1,0.198,0.0713,0.0163,0.096,0.592,78.033,166120,4,1,1,0,0,0,0,0,0,0,0,1
0.678,0.685,10,-9.439,1,0.0472,0.384,0.736,0.099,0.637,173.104,166883,4,1,0,0,0,0,0,1,0,0,0,1
0.933,0.757,2,-3.212,1,0.117,0.00184,0,0.135,0.544,137.993,187941,4,1,1,0,0,1,0,0,0,0,0,1
0.952,0.504,10,-6.716,0,0.403,0.00874,0,0.116,0.332,135.078,270213,4,1,1,0,0,1,0,0,0,0,0,1
0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,296493,3,0,0,0,0,0,0,0,1,0,0,1
0.649,0.502,5,-4.368,1,0.0437,0.286,0,0.166,0.695,87,202040,3,0,0,1,0,0,0,0,0,0,1,1
0.614,0.553,7,-8.225,1,0.169,0.0306,0,0.203,0.161,159.999,240297,4,1,1,0,0,1,0,0,0,0,0,1
0.821,0.767,0,-4.934,0,0.275,0.105,0.00434,0.117,0.698,159.959,167217,4,1,1,0,0,0,0,0,0,0,0,1
0.902,0.621,9,-5.315,1,0.199,0.0841,0,0.138,0.497,114.007,236300,4,1,1,0,0,1,0,0,0,0,0,1
0.629,0.727,4,-4.387,0,0.0499,0.0647,0,0.138,0.132,149.978,230400,4,0,1,0,0,1,0,0,0,0,0,1
0.803,0.695,4,-5.164,0,0.0413,0.0622,0,0.105,0.458,119.978,210107,4,1,1,0,0,1,0,0,0,0,0,1
0.806,0.749,1,-5.268,1,0.328,0.0838,0,0.0621,0.77,140.032,145167,4,1,1,0,0,1,0,0,0,0,0,1
0.339,0.205,7,-15.315,1,0.0303,0.842,0,0.101,0.166,81.586,186973,4,0,0,1,0,0,0,0,0,0,0,1
0.364,0.606,5,-9.188,0,0.0831,0.0748,0.000322,0.106,0.289,99.73,249370,4,0,0,1,0,0,1,1,0,0,0,1
0.757,0.673,1,-8.513,1,0.141,0.095,0,0.338,0.574,92.958,185806,3,1,1,0,0,1,0,0,0,0,0,1
0.764,0.741,9,-3.617,1,0.101,0.239,0,0.107,0.802,170.081,198570,4,0,0,1,0,0,0,0,0,0,1,1
0.969,0.604,4,-6.305,0,0.118,0.0922,0,0.105,0.899,126.988,188118,4,1,1,0,0,0,0,0,0,0,0,1
0.919,0.622,1,-7.384,1,0.0997,0.228,4.24E-06,0.122,0.424,140.022,205803,4,1,1,0,0,1,0,0,0,0,0,1
0.31,0.416,5,-10.429,1,0.0346,0.0755,3.34E-05,0.18,0.207,129.925,140199,4,1,1,0,0,0,0,0,0,0,0,1
0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,1,0,0,0,1,0,0,0,0,1,1
0.388,0.648,2,-5.578,1,0.038,0.116,4.19E-06,0.082,0.112,163.861,301787,4,0,0,0,0,0,1,0,1,0,0,1
0.813,0.663,6,-7.84,0,0.0433,0.071,0,0.115,0.343,140.016,165942,4,0,0,0,0,1,0,0,0,1,1,1
0.569,0.85,1,-5.134,1,0.055,0.000279,0,0.337,0.769,162.061,138097,4,1,1,1,0,0,0,0,0,0,0,1
0.798,0.627,9,-6.234,1,0.111,0.263,0,0.211,0.762,149.989,195947,4,1,1,0,0,1,0,0,0,0,0,1
0.612,0.57,11,-6.642,0,0.0347,0.279,0,0.0963,0.335,77.004,197293,4,0,0,0,0,0,0,0,0,0,0,1
0.701,0.852,0,-4.03,1,0.126,0.509,0,0.309,0.607,144.837,175671,4,0,0,1,0,0,0,0,0,0,0,1
0.789,0.47,11,-6.373,0,0.421,0.355,0,0.158,0.441,79.982,234053,4,1,1,0,0,0,0,0,0,0,0,1
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,121347,4,1,1,0,0,1,0,0,0,0,0,1
0.735,0.607,11,-5.369,0,0.0466,0.621,2.55E-06,0.0793,0.57,142.006,236650,4,1,0,0,0,1,0,0,0,0,1,1
0.756,0.652,10,-7.617,0,0.113,0.208,0,0.145,0.787,135.126,191048,4,1,1,0,0,0,0,0,0,0,0,1
0.93,0.561,0,-8.053,1,0.25,0.101,0,0.0992,0.596,140.987,184093,4,1,1,0,0,1,0,0,0,0,0,1
0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,269453,3,0,0,0,0,0,0,0,0,0,0,1
0.95,0.5,1,-8.18,1,0.399,0.103,3.77E-05,0.103,0.598,114.009,142979,4,1,1,0,0,1,0,0,0,0,0,1
0.786,0.666,6,-5.266,1,0.536,0.167,0,0.235,0.737,154.862,164203,4,1,1,0,0,0,0,0,0,0,0,1
0.772,0.683,7,-2.867,0,0.107,0.0533,0,0.0936,0.773,168.04,199813,4,0,0,0,0,0,0,0,0,0,1,1
0.353,0.755,1,-6.276,0,0.733,0.0822,0,0.39,0.437,191.153,193680,4,0,0,1,0,0,0,1,0,0,0,1
0.745,0.718,9,-4.853,0,0.183,0.197,0,0.134,0.539,151.097,179133,4,1,1,0,1,1,0,0,0,0,0,1
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,202533,4,1,1,0,0,1,0,0,0,0,0,1
0.606,0.349,2,-10.032,1,0.198,0.0762,0.0711,0.1,0.239,180.055,80190,4,1,1,0,0,0,0,0,0,0,0,1
0.614,0.685,10,-3.684,1,0.147,0.0133,0,0.313,0.61,94.9,255102,4,1,1,0,0,0,0,0,0,0,0,1
0.498,0.705,9,-8.088,0,0.392,0.321,0.000441,0.414,0.571,156.519,171173,4,1,1,0,0,1,0,1,0,0,0,1
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01E-05,0.0481,0.732,92.718,295893,4,0,0,1,0,0,0,0,1,0,0,1
0.816,0.72,1,-4.454,1,0.0684,0.206,0,0.277,0.78,94.004,267242,4,0,0,0,0,0,0,0,0,0,1,1
0.769,0.777,8,-6.066,0,0.312,0.072,0,0.11,0.696,91.022,369240,4,1,1,0,0,0,0,0,0,0,0,1
0.675,0.604,1,-6.266,1,0.193,0.752,0,0.111,0.456,168.034,190533,4,0,0,1,0,0,0,1,0,0,0,1
0.619,0.668,4,-2.115,0,0.271,0.0799,0,0.122,0.147,76.514,201616,4,1,1,0,0,1,0,0,0,0,0,1
0.814,0.459,8,-10.859,1,0.282,0.351,0.0165,0.107,0.211,131.518,146013,5,1,1,0,0,1,0,0,0,0,0,1
0.849,0.781,0,-4.635,0,0.159,0.406,0,0.0801,0.893,84.041,217143,4,0,0,0,0,0,0,0,0,0,1,1
0.759,0.498,10,-10.615,1,0.0776,0.223,5.84E-05,0.406,0.244,126.972,195160,4,1,1,0,0,1,0,0,0,0,0,1
0.347,0.578,8,-7.525,1,0.0626,0.445,0,0.231,0.226,86.73,276708,5,0,0,1,0,0,0,0,0,0,0,1
0.756,0.554,6,-4.24,0,0.0342,0.402,0,0.158,0.596,117.992,221467,4,0,0,1,0,0,1,0,0,0,0,1
0.818,0.835,7,-4.575,1,0.282,0.0677,0,0.239,0.68,134.992,400013,4,1,1,0,0,0,0,0,0,0,0,1
0.888,0.664,0,-10.13,1,0.341,0.0424,0,0.0734,0.53,140.012,193173,4,1,1,0,0,1,0,0,0,0,0,1
0.708,0.339,9,-7.085,1,0.0409,0.834,0,0.128,0.512,117.995,179908,4,0,0,1,0,0,0,0,0,0,0,1
0.687,0.496,9,-4.708,1,0.0339,0.434,0.00144,0.0613,0.746,97.575,178680,4,0,0,1,0,0,0,0,0,0,0,1
0.866,0.859,1,-3.087,0,0.0587,0.138,0,0.401,0.923,109.972,200347,4,0,1,1,0,0,0,0,0,1,1,1
0.512,0.451,5,-7.222,0,0.131,0.161,0,0.0672,0.368,80.04,367680,4,0,0,0,0,0,1,0,0,0,0,1
0.654,0.528,6,-6.224,0,0.0412,0.0599,7.14E-05,0.0975,0.376,82.014,180760,4,0,0,1,0,0,0,0,0,1,0,1
0.577,0.624,0,-4.28,1,0.26,0.472,0,0.182,0.324,136.966,194640,4,0,0,1,0,0,1,0,0,0,0,1
0.761,0.785,8,-5.502,1,0.0505,0.234,0.237,0.0573,0.58,104.992,169270,4,0,0,1,1,0,0,0,0,1,0,1
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4,0,0,1,0,0,0,0,0,0,0,1
0.661,0.473,3,-7.285,1,0.136,0.338,0,0.11,0.402,128.48,151888,5,0,0,1,0,0,0,0,0,0,0,1
0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,293960,4,0,0,0,0,0,0,0,1,0,0,1
0.959,0.539,4,-6.611,0,0.0958,0.172,0,0.108,0.657,103,204516,4,1,1,0,0,1,0,0,0,0,0,1
0.617,0.476,5,-7.086,1,0.0446,0.643,0,0.316,0.429,131.683,186832,3,1,1,0,0,0,0,0,0,0,0,1
0.881,0.517,4,-8.916,1,0.308,0.0115,0,0.151,0.786,115.084,168107,4,1,1,0,0,1,0,0,0,0,0,1
0.367,0.443,7,-10.11,1,0.0235,0.0472,1.46E-06,0.344,0.149,93.93,271533,4,0,0,0,0,0,0,0,1,0,0,1
0.786,0.428,5,-10.011,0,0.31,0.0933,1.10E-06,0.156,0.556,97.001,255000,4,0,0,1,0,0,0,1,0,0,0,1
0.464,0.775,7,-4.838,1,0.0313,0.203,0,0.0478,0.672,184.089,219520,4,0,0,1,0,0,0,0,0,0,0,1
0.773,0.74,5,-7.21,1,0.0895,0.155,0.514,0.159,0.226,117.023,223381,4,1,1,0,0,0,0,0,0,0,0,1
0.584,0.546,2,-9.321,1,0.0762,0.444,0,0.355,0.355,136.335,242747,4,1,1,0,0,0,0,0,0,0,0,1
0.296,0.351,6,-9.538,1,0.0351,0.823,1.50E-06,0.11,0.19,177.596,212720,3,0,0,1,0,0,1,0,0,0,0,1
0.805,0.619,5,-7.907,0,0.0771,0.218,0,0.114,0.476,98.995,170200,4,1,1,0,0,0,0,0,0,0,0,1
0.92,0.76,0,-6.154,1,0.193,0.374,0,0.101,0.723,93.968,176823,4,1,1,0,0,0,0,0,0,0,0,1
0.69,0.672,1,-5.726,0,0.223,0.695,1.61E-05,0.224,0.549,169.859,173696,4,0,0,1,0,0,0,0,0,0,0,1
0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747,4,1,1,0,0,0,0,0,0,0,0,1
0.703,0.668,4,-7.746,1,0.0289,0.0428,0.000408,0.0963,0.659,120.005,156987,4,0,0,1,0,0,0,0,1,0,0,1
0.841,0.541,9,-7.121,1,0.229,0.0186,0,0.123,0.42,97.961,115255,4,1,1,0,0,1,0,0,0,0,0,1
0.55,0.699,3,-8.793,1,0.0295,0.0804,0,0.346,0.648,126.306,228360,4,0,0,1,0,0,0,0,0,1,0,1
0.662,0.861,9,-4.759,0,0.306,0.154,0,0.377,0.254,92.047,230906,4,1,1,0,0,0,0,0,0,0,0,1
0.842,0.567,4,-6.504,0,0.0525,0.00244,1.89E-05,0.168,0.256,135.991,169412,4,1,1,0,0,1,0,0,0,0,0,1
0.945,0.676,1,-6.6,1,0.207,0.172,0.00036,0.322,0.631,123.109,141893,4,1,0,1,0,0,0,0,1,0,0,1
0.834,0.557,6,-7.148,1,0.543,0.113,0,0.0694,0.575,109.867,157199,4,1,1,0,0,1,0,0,0,0,0,1
0.797,0.543,11,-5.744,1,0.0439,0.0202,0,0.0726,0.164,115.036,222621,4,0,0,1,1,0,0,0,0,0,0,1
0.756,0.685,11,-5.176,0,0.0446,0.135,0,0.123,0.91,151.988,212093,4,0,0,1,0,0,0,0,1,0,0,1
0.798,0.503,1,-7.187,1,0.426,0.138,0,0.151,0.233,75.025,255557,4,0,0,1,0,0,0,0,0,0,0,1
0.705,0.919,8,-5.087,0,0.244,0.435,1.38E-05,0.168,0.607,134.029,175922,4,1,1,0,0,0,0,0,0,0,0,1
0.271,0.948,1,-2.207,1,0.263,0.0467,0,0.163,0.515,83.19,186600,4,0,0,1,0,0,1,0,1,0,0,1
0.778,0.671,0,-8.382,1,0.0959,0.118,0.00072,0.114,0.423,96.989,163335,4,1,1,0,0,1,0,0,0,0,0,1
0.716,0.512,1,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957,165907,3,0,0,1,0,0,1,0,0,0,0,1
0.611,0.539,7,-10.617,1,0.411,0.0485,0,0.127,0.627,82.766,207133,4,1,1,0,0,1,0,0,0,0,0,1
0.628,0.712,4,-4.864,0,0.156,0.282,0,0.156,0.45,86.627,167827,4,0,0,1,0,0,0,0,0,0,0,1
0.796,0.631,1,-7.343,1,0.052,0.0106,0.00183,0.116,0.534,155.985,178649,4,1,1,0,0,0,0,0,0,0,0,1
0.628,0.481,1,-7.775,1,0.475,0.29,0,0.118,0.33,108.761,254370,5,1,1,0,0,1,0,0,0,0,0,1
0.516,0.792,1,-5.38,0,0.216,0.0235,0,0.404,0.524,121.189,226790,5,1,1,0,0,0,0,0,0,0,0,1
0.593,0.749,5,-5.671,1,0.0475,0.0116,0.108,0.314,0.65,164.961,309053,4,0,0,0,0,0,1,0,1,0,0,1
0.757,0.737,4,-6.728,0,0.114,0.311,0,0.113,0.635,98.057,207031,4,1,1,1,0,0,0,1,0,0,0,1
0.85,0.461,6,-9.018,0,0.0539,0.591,0.0409,0.1,0.628,94.038,265360,4,0,0,1,0,0,0,0,1,0,0,1
0.775,0.832,1,-3.629,1,0.277,0.0375,0,0.078,0.962,153.6,88667,4,1,1,0,0,1,0,0,0,0,0,1
0.325,0.18,10,-10.647,1,0.0311,0.91,0.000633,0.113,0.0997,72.416,212040,1,0,0,0,0,0,0,0,0,0,0,1
0.782,0.659,1,-3.103,1,0.248,0.0696,0,0.168,0.336,148.03,131761,4,1,1,0,0,0,0,0,0,0,0,1
0.786,0.732,4,-6.254,0,0.176,0.545,0,0.0643,0.447,105.031,162013,4,0,0,0,0,1,0,0,0,0,0,1
0.602,0.377,11,-6.213,1,0.0446,0.731,0,0.0808,0.518,73.877,194853,4,0,0,1,0,0,1,0,0,0,0,1
0.953,0.38,8,-4.941,1,0.261,0.00957,0,0.127,0.128,133.941,116847,4,1,1,0,0,1,0,0,0,0,0,1
0.68,0.766,11,-4.799,0,0.0923,0.0411,0,0.116,0.28,160.095,180000,4,0,0,0,0,1,0,0,0,1,1,1
