danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hiphop,rap,pop,electronic,trap,indie,rnb,rock,dance,reggaeton,Label
0.712,0.732,4,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071,198533,4,0,0,1,0,0,0,0,0,0,0,1
0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4,1,1,1,0,0,0,1,0,0,0,1
0.752,0.764,1,-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163216,4,0,0,1,1,0,0,0,0,1,0,1
0.666,0.603,1,-5.671,1,0.0763,0.497,0,0.112,0.262,102.94,141413,4,1,1,1,0,1,0,0,1,0,0,1
0.633,0.799,7,-4.625,0,0.0429,0.0142,0,0.194,0.535,142.991,234178,4,0,0,1,0,0,0,0,0,0,0,1
0.786,0.733,6,-4.961,0,0.127,0.0257,0,0.143,0.358,101.046,202653,4,1,1,0,0,0,0,0,0,0,0,1
0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33E-06,0.338,0.505,118.159,238173,4,0,0,1,1,0,0,0,0,1,0,1
0.753,0.686,1,-5.415,0,0.284,0.0677,0,0.193,0.886,132.055,194732,4,1,1,0,0,1,0,0,0,0,0,1
0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,268434,4,1,1,0,0,1,0,0,0,0,0,1
0.885,0.762,8,-5.513,0,0.216,0.219,0,0.162,0.605,138.058,189733,4,0,0,1,0,0,0,0,0,0,0,1
0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,221904,4,0,0,1,1,0,0,0,0,1,0,1
0.245,0.394,0,-9.887,0,0.0374,0.423,2.90E-05,0.093,0.148,115.233,190173,3,0,0,0,1,0,0,1,0,0,0,1
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,1,1,0,0,1,0,0,0,0,0,1
0.417,0.689,2,-8.302,0,0.178,0.575,0,0.496,0.505,79.568,210253,4,1,1,0,0,0,0,0,0,0,0,1
0.336,0.231,1,-6.217,1,0.0497,0.942,0,0.188,0.429,168.685,37640,5,0,0,1,0,0,0,1,0,0,0,1
0.591,0.848,9,-4.397,0,0.0828,0.137,0,0.372,0.386,105.922,246816,4,0,0,1,0,0,0,0,0,0,0,1
0.669,0.854,1,-4.486,1,0.0999,0.0205,0,0.047,0.707,93.057,206533,4,0,0,1,0,0,1,0,0,0,0,1
0.458,0.909,1,-6.553,1,0.487,0.0567,4.26E-06,0.11,0.449,118.227,205627,4,1,1,0,0,0,0,0,0,0,0,1
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,0,0,1,0,0,0,0,1,0,0,1
0.752,0.709,9,-5.053,1,0.28,0.0401,0,0.0601,0.644,84.974,205983,4,1,1,1,0,1,0,0,0,0,0,1
0.909,0.631,9,-5.447,1,0.205,0.0717,0,0.108,0.394,145.968,276147,4,1,1,0,0,1,0,0,0,0,0,1
0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,0,0,1,0,0,0,1,0,0,0,1
0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762,4,0,0,1,1,1,0,0,0,1,0,1
0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68E-06,0.12,0.508,102.061,207905,4,0,0,1,0,0,0,0,0,0,0,1
0.754,0.646,7,-5.795,1,0.317,0.152,1.85E-05,0.108,0.429,176.089,242573,4,0,0,1,0,0,0,0,0,0,1,1
0.675,0.729,8,-4.383,1,0.146,0.0557,0,0.189,0.63,99.986,190560,4,0,0,1,0,0,0,0,0,1,0,1
0.231,0.457,6,-10.773,0,0.0318,0.0126,0.875,0.327,0.0588,65.827,60400,3,0,0,1,1,0,0,0,0,1,0,1
0.81,0.854,10,-3.999,0,0.254,0.0732,0,0.123,0.879,154.083,227939,4,1,0,0,0,1,0,0,0,0,1,1
0.664,0.561,6,-7.031,1,0.0495,0.00261,0,0.0764,0.713,150.093,203672,4,0,0,1,0,0,0,0,1,0,0,1
0.514,0.393,1,-8.72,0,0.529,0.558,0,0.282,0.598,78.039,203174,4,1,1,0,0,0,0,0,0,0,0,1
0.68,0.852,7,-4.35,1,0.0349,0.117,0,0.0866,0.858,101.993,179787,4,0,0,1,0,0,0,0,0,0,0,1
0.688,0.384,9,-8.824,0,0.375,0.2,0,0.708,0.432,162.098,206120,4,1,1,0,0,0,0,1,0,0,0,1
0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,210463,4,0,0,1,0,0,1,0,1,0,0,1
0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,191840,4,1,1,0,0,0,0,0,0,0,0,1
0.548,0.58,11,-7.524,0,0.121,0.104,0,0.127,0.462,180.066,193893,4,0,0,1,1,0,0,0,0,0,0,1
0.688,0.62,11,-8.029,0,0.22,0.753,5.27E-06,0.158,0.727,170.018,360960,4,0,0,0,0,0,0,0,0,0,1,1
0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,217547,4,0,0,0,0,0,0,0,0,0,1,1
0.882,0.503,11,-6.618,1,0.179,0.224,0,0.108,0.176,95.011,175511,4,1,1,0,0,1,0,0,0,0,0,1
0.745,0.822,7,-6.354,1,0.252,0.0103,4.20E-06,0.155,0.415,86.733,143214,5,1,1,0,0,0,0,0,0,0,0,1
0.839,0.625,0,-6.761,1,0.0769,0.0415,0,0.125,0.748,121.982,164187,4,0,0,1,0,0,0,0,0,0,0,1
0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.676,87.972,226533,4,0,0,0,0,0,0,0,0,0,1,1
0.707,0.314,6,-10.115,0,0.747,0.977,0,0.109,0.602,104.014,49024,4,1,1,0,0,0,0,0,0,0,0,1
0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,4,0,0,1,0,0,0,1,0,0,0,1
0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4,0,0,0,0,0,0,0,0,0,0,1
0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4,0,0,0,1,1,0,0,0,1,0,1
0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,362653,3,0,0,1,0,0,0,0,1,0,0,1
0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4,1,1,0,0,0,0,0,0,0,0,1
0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56E-05,0.282,0.152,155.051,200838,4,0,0,1,1,0,0,0,0,0,0,1
0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4,0,0,1,0,0,0,0,0,0,0,1
0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,163805,4,0,0,1,1,0,0,0,0,1,0,1
0.807,0.606,3,-8.871,0,0.088,0.0946,0,0.119,0.304,92.988,227520,4,0,0,1,0,1,0,0,0,0,1,1
0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03E-06,0.0773,0.324,113.039,180645,4,0,0,1,0,0,0,0,1,0,0,1
0.798,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.949,202547,4,0,0,1,0,0,0,1,0,0,0,1
0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4,0,0,0,1,0,0,0,0,1,0,1
0.837,0.791,4,-3.157,0,0.0773,0.252,1.14E-06,0.188,0.618,91.98,184436,4,0,0,1,0,0,0,0,0,0,1,1
0.764,0.443,4,-6.625,1,0.0439,0.52,1.96E-05,0.0749,0.63,138.999,168200,4,1,0,1,0,0,0,1,0,0,0,1
0.557,0.338,5,-9.892,1,0.0257,0.134,0.00184,0.14,0.689,140.935,85124,4,1,1,0,0,0,0,0,0,0,0,1
0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04E-06,0.107,0.229,85.84,218902,4,1,1,1,0,0,0,0,0,1,0,1
0.758,0.436,0,-7.269,1,0.0418,0.618,1.61E-05,0.335,0.605,104.959,192080,4,0,0,1,0,0,0,0,1,0,0,1
0.6,0.688,5,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,156600,4,0,0,1,0,0,1,0,0,0,0,1
0.774,0.706,2,-6.494,1,0.355,0.00163,1.28E-06,0.104,0.382,152.891,185037,4,1,1,0,0,1,0,0,0,0,0,1
0.551,0.57,1,-7.385,0,0.351,0.28,0,0.424,0.505,85.687,271184,4,1,1,0,0,0,0,0,0,0,0,1
0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,217653,4,0,0,1,1,0,0,0,0,1,0,1
0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4,0,0,1,0,0,1,0,0,0,0,1
0.635,0.793,10,-4.333,0,0.0322,0.000647,0.747,0.113,0.281,77.594,201856,4,1,1,0,0,1,0,0,0,0,0,1
0.623,0.568,9,-5.664,1,0.144,0.0302,0,0.25,0.115,149.852,242050,4,1,1,1,0,1,0,0,0,0,0,1
0.831,0.485,10,-6.677,0,0.15,0.375,1.47E-05,0.118,0.622,80.022,245667,4,0,0,1,0,0,0,1,0,0,0,1
0.936,0.585,0,-6.914,1,0.125,0.0142,0,0.132,0.242,124.991,255379,4,1,1,0,0,1,0,0,0,0,0,1
0.929,0.723,11,-5.792,0,0.109,0.0672,0,0.346,0.458,125.022,223962,4,1,1,0,0,1,0,0,0,0,0,1
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,224903,4,0,1,0,0,0,0,0,0,0,0,1
0.514,0.362,2,-7.758,1,0.0263,0.303,9.30E-06,0.104,0.301,84.767,219440,4,0,0,1,0,0,0,0,0,0,0,1
0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477,181145,4,1,1,1,0,1,0,0,0,0,0,1
0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,298440,4,1,1,0,0,0,0,1,0,0,0,1
0.673,0.449,0,-9.727,1,0.298,0.169,0.00115,0.0731,0.216,161.925,169295,4,1,1,0,0,0,0,0,0,0,0,1
0.791,0.745,11,-3.695,0,0.0464,0.354,2.93E-05,0.104,0.82,94.014,188560,4,1,0,1,0,0,0,0,0,0,1,1
0.748,0.771,6,-4.156,1,0.15,0.101,0,0.135,0.792,142.086,195058,4,1,1,0,0,1,0,0,0,0,0,1
0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4,1,1,0,0,1,0,0,0,0,0,1
0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,169801,4,0,0,1,0,0,0,0,1,0,0,1
0.669,0.804,0,-4.035,1,0.036,0.0306,0,0.694,0.184,116.001,179760,4,0,0,1,1,0,0,0,0,1,0,1
0.738,0.677,7,-5.121,1,0.0824,0.52,0,0.133,0.882,127.067,176747,4,0,0,1,0,0,0,0,0,1,0,1
0.631,0.665,10,-7.589,0,0.229,0.602,1.70E-06,0.152,0.634,80.353,157967,4,1,0,0,0,1,0,0,0,0,1,1
0.743,0.853,0,-4.842,1,0.04,0.0019,3.49E-05,0.0872,0.422,121.028,221667,4,0,0,1,1,0,0,0,0,1,0,1
0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,4,1,1,1,0,1,0,0,0,0,0,1
0.729,0.504,8,-6.784,0,0.0321,0.401,1.44E-06,0.121,0.305,110.011,197001,4,1,1,0,0,0,0,0,0,0,0,1
0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,4,0,0,1,0,0,0,0,0,0,1,1
0.752,0.764,1,-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163216,4,0,0,1,1,0,0,0,0,1,0,1
0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3,0,0,1,0,0,0,0,0,0,0,1
0.703,0.715,9,-6.285,0,0.114,0.139,0,0.0456,0.497,99.924,234308,4,0,1,1,0,0,0,0,1,0,0,1
0.429,0.231,5,-20.43,1,0.402,0.878,0,0.279,0.914,74.545,30133,5,1,1,0,0,0,0,0,0,0,0,1
0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4,1,1,0,0,0,0,0,0,0,0,1
0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4,1,0,0,0,1,0,0,0,0,1,1
0.876,0.669,11,-6.054,0,0.138,0.163,0,0.185,0.682,124.007,213947,4,0,0,1,1,0,0,0,0,1,0,1
0.667,0.583,11,-5.127,0,0.0747,0.231,4.48E-05,0.181,0.187,92.043,181806,4,0,0,1,0,0,1,0,0,0,0,1
0.813,0.808,2,-5.541,1,0.286,0.00693,0,0.133,0.547,181.993,192132,4,1,1,0,0,1,0,0,0,0,0,1
0.433,0.182,0,-12.566,1,0.0641,0.907,0,0.123,0.421,207.476,201587,4,0,0,1,0,0,0,0,0,0,0,1
0.612,0.588,1,-9.355,1,0.355,0.62,3.85E-06,0.264,0.48,90.251,130613,4,1,1,0,0,0,0,0,0,0,0,1
0.695,0.639,7,-6.897,0,0.153,0.107,0.000657,0.118,0.344,90.027,189493,4,0,0,1,0,0,0,1,0,0,0,1
0.571,0.585,3,-11.694,1,0.0548,0.301,1.91E-05,0.688,0.732,128.487,179667,4,0,0,1,0,0,0,0,0,0,0,1
0.518,0.596,6,-6.653,0,0.124,0.569,0,0.133,0.326,100.28,190867,4,0,0,1,0,0,0,0,0,0,0,1
0.824,0.503,6,-6.94,0,0.156,0.05,5.25E-05,0.107,0.784,109.397,185419,5,0,0,1,0,0,0,1,0,0,0,1
0.836,0.624,4,-6.75,0,0.184,0.187,0,0.138,0.7,103,139890,4,1,1,0,0,1,0,0,0,0,0,1
0.601,0.863,0,-4.31,1,0.0685,0.0626,0,0.0717,0.676,130.189,312347,4,0,0,0,0,0,1,0,1,0,0,1
0.642,0.792,0,-5.746,0,0.0488,0.158,9.84E-06,0.68,0.0903,122.965,244880,4,0,0,1,1,0,0,0,0,1,0,1
0.402,0.754,8,-4.837,1,0.0432,0.143,0,0.358,0.621,108.17,191248,4,0,0,0,1,0,0,0,0,1,0,1
0.805,0.562,7,-3.117,0,0.105,0.125,4.96E-06,0.148,0.767,172.094,184255,4,0,1,0,0,0,0,0,0,0,0,1
0.843,0.836,11,-2.474,0,0.0695,0.0816,0.00138,0.0532,0.65,94.018,205933,4,0,0,1,0,0,0,0,0,0,1,1
0.786,0.683,7,-5.397,1,0.205,0.173,0,0.706,0.57,126.002,233333,4,1,1,0,0,1,0,0,0,0,0,1
0.76,0.658,7,-5.275,1,0.275,0.162,0,0.195,0.565,100.202,157944,4,0,0,0,0,0,0,0,0,0,1,1
0.794,0.79,10,-3.855,0,0.0599,0.144,0,0.0893,0.577,91.984,307547,4,0,0,1,0,1,0,0,0,0,1,1
0.502,0.91,7,-2.769,1,0.107,0.04,0,0.319,0.588,176.084,249215,4,1,1,1,0,0,0,0,1,0,0,1
0.848,0.637,9,-5.132,1,0.156,0.0413,0,0.0521,0.698,96.988,222680,4,0,0,0,0,0,0,0,0,0,1,1
0.526,0.583,4,-9.172,1,0.376,0.699,0,0.372,0.378,89.837,305374,4,1,1,0,0,0,0,0,0,0,0,1
0.184,0.297,2,-14.534,1,0.0359,0.473,0.893,0.527,0.113,75.824,41867,5,0,0,1,1,0,0,0,0,1,0,1
0.359,0.893,4,-8.036,0,0.0665,3.40E-05,0.0955,0.751,0.185,136.115,323373,4,0,0,0,0,0,0,0,1,0,0,1
0.745,0.579,1,-5.771,1,0.138,0.0354,0.0118,0.246,0.645,97.002,293947,4,0,0,1,0,0,0,1,0,1,0,1
0.51,0.835,3,-4.673,1,0.0447,0.00791,0,0.219,0.435,140.024,226747,4,0,0,1,1,0,0,0,0,0,0,1
0.766,0.234,11,-7.544,0,0.159,0.332,0.00156,0.358,0.256,96.882,153725,4,1,1,0,0,0,0,1,0,0,0,1
0.608,0.47,8,-6.73,1,0.0428,0.226,0,0.0963,0.241,81,227275,4,0,0,1,0,0,0,0,0,0,0,1
0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,134240,4,0,1,1,0,0,0,1,0,0,0,1
0.647,0.932,11,-3.515,1,0.0824,0.00383,1.50E-06,0.0574,0.374,114.991,198774,4,0,0,0,1,0,0,0,0,1,0,1
0.856,0.572,1,-8.429,1,0.373,0.0136,1.55E-06,0.121,0.454,82.445,228438,4,1,1,0,0,0,0,0,0,0,0,1
0.776,0.752,8,-4.711,0,0.193,0.325,0,0.33,0.716,140.013,192705,4,1,1,0,0,1,0,0,0,0,0,1
0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987,4,1,1,1,0,0,0,0,0,0,0,1
0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4,1,1,0,0,1,0,0,0,0,0,1
0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4,1,1,1,0,0,0,0,0,0,0,1
0.683,0.677,1,-4.496,1,0.0469,0.0869,0,0.0998,0.514,156.019,240253,4,1,0,0,0,1,0,0,0,0,1,1
0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4,1,0,0,0,0,0,1,0,1,0,1
0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,209116,4,0,0,0,0,0,0,1,0,0,0,1
0.557,0.719,2,-4.515,0,0.0372,0.00267,0,0.306,0.344,77.501,242334,4,0,0,1,0,0,0,0,0,0,0,1
0.747,0.649,8,-6.218,1,0.218,0.333,0,0.172,0.84,88.011,200733,4,1,1,1,0,0,0,0,0,0,0,1
0.91,0.604,6,-4.392,0,0.082,0.448,0,0.0863,0.807,110.075,180788,4,0,0,1,0,0,0,0,0,1,0,1
0.552,0.731,7,-6.873,1,0.615,0.0536,0,0.258,0.632,174.516,248613,4,1,1,0,0,0,0,0,0,0,0,1
0.659,0.701,9,-4.107,1,0.164,0.0882,0,0.0866,0.623,91.97,180520,4,0,0,0,0,0,0,0,0,0,1,1
0.893,0.651,0,-8.647,0,0.367,0.0995,0,0.371,0.6,105.835,253580,4,1,1,0,0,0,0,0,0,0,0,1
0.581,0.767,7,-5.026,0,0.0527,0.243,0.00131,0.141,0.673,120.07,354640,4,0,0,0,0,0,1,0,1,0,0,1
0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,291893,4,1,1,0,0,1,0,0,0,0,0,1
0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941,200773,4,1,0,1,0,0,0,1,0,0,0,1
0.551,0.44,10,-8.559,1,0.0985,0.606,3.02E-05,0.11,0.341,167.923,210667,4,0,0,1,0,0,0,1,0,0,0,1
0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853,4,0,0,0,1,0,0,0,0,0,0,1
0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,184280,4,0,0,1,1,0,1,0,0,0,0,1
0.888,0.525,1,-5.665,1,0.305,0.029,5.68E-06,0.137,0.243,133.983,143792,4,1,1,0,0,1,0,0,0,0,0,1
0.739,0.405,0,-10.897,1,0.0852,0.442,0.211,0.158,0.127,157.09,147987,4,1,1,0,0,1,0,0,0,0,0,1
0.706,0.557,0,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98,248827,4,1,1,0,0,0,0,1,0,0,0,1
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4,1,1,0,0,0,0,0,0,0,0,1
0.586,0.512,8,-8.819,0,0.0668,0.723,0.0002,0.119,0.235,75.857,235480,4,1,1,0,0,0,0,0,0,0,0,1
0.442,0.636,1,-4.219,0,0.262,0.124,0,0.879,0.251,87.692,199957,5,1,1,0,0,0,0,0,0,0,0,1
0.781,0.762,10,-5.188,0,0.0626,0.0222,0,0.121,0.86,110.042,180221,4,0,0,1,0,0,0,0,0,0,0,1
0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,200307,4,0,0,1,0,0,0,0,0,0,0,1
0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4,1,1,0,0,0,0,0,0,0,0,1
0.386,0.594,1,-6.186,1,0.0565,0.0254,3.03E-06,0.0873,0.187,113.843,271520,4,0,0,1,0,0,0,0,1,0,0,1
0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,269554,4,1,1,0,0,0,0,0,0,0,0,1
0.749,0.792,10,-4.151,0,0.0826,0.292,0,0.109,0.239,144.064,180000,4,1,1,0,0,0,0,0,0,0,0,1
0.61,0.569,10,-9.447,0,0.345,0.0398,0,0.337,0.287,81.409,304640,4,1,1,0,0,0,0,0,0,0,0,1
0.505,0.428,5,-5.604,1,0.221,0.489,0,0.0977,0.618,175.813,157493,4,0,0,1,0,0,0,0,1,0,0,1
0.763,0.468,2,-8.476,1,0.278,0.0211,0,0.26,0.351,131.004,267427,4,1,1,0,0,0,0,0,0,0,0,1
0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,4,0,0,1,1,0,0,0,0,0,0,1
0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,221827,4,0,0,1,0,0,0,0,1,0,0,1
0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,186223,4,0,0,1,1,0,0,0,0,0,0,1
0.787,0.477,6,-7.837,0,0.199,0.768,0,0.104,0.476,80.506,234783,4,1,1,0,0,1,0,0,0,0,0,1
0.672,0.434,9,-15.218,0,0.765,0.501,0.000125,0.272,0.54,129.209,288555,4,1,1,0,0,0,0,0,0,0,0,1
0.761,0.732,4,-5.469,0,0.0549,0.092,0,0.0716,0.542,151.982,243276,4,0,0,0,0,0,0,0,0,0,0,1
0.396,0.373,9,-14.097,0,0.0989,0.991,0.0978,0.545,0.526,125.231,30583,3,1,1,0,0,0,0,0,0,0,0,1
0.663,0.605,11,-8.299,0,0.191,0.479,2.99E-06,0.333,0.498,136.001,448733,4,1,1,0,0,0,0,0,0,0,0,1
0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4,0,0,1,1,0,1,0,0,0,0,1
0.589,0.714,7,-6.308,1,0.258,0.0551,0.00013,0.131,0.42,118.611,189360,5,1,1,1,0,0,0,0,0,0,0,1
0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013,178613,4,0,0,1,0,0,0,0,0,0,0,1
0.886,0.488,1,-5.628,0,0.184,0.166,0,0.343,0.114,130.064,315347,4,1,1,1,0,0,0,0,0,0,0,1
0.8,0.564,8,-5.817,1,0.4,0.0287,1.65E-06,0.112,0.318,139.989,150857,4,1,1,1,0,0,0,0,0,0,0,1
0.876,0.55,2,-5.464,1,0.152,0.0227,4.52E-05,0.294,0.557,129.924,201532,4,0,0,1,0,0,0,0,0,0,0,1
0.758,0.598,0,-5.695,0,0.0868,0.16,0,0.295,0.658,149.836,184905,4,1,0,1,1,0,0,0,0,0,0,1
0.735,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.004,222997,4,1,1,0,0,1,0,0,0,0,0,1
0.659,0.717,8,-4.202,1,0.0581,0.0393,0,0.0769,0.71,103.036,174800,4,0,0,1,1,0,0,0,0,1,0,1
0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,223504,4,0,0,1,1,0,0,0,0,1,0,1
0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,220051,4,0,0,1,1,0,1,0,1,1,0,1
0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,4,0,0,1,1,0,0,0,0,1,0,1
0.638,0.813,11,-3.849,1,0.0362,0.464,0,0.344,0.754,112.986,239587,4,0,0,1,0,0,0,0,0,0,0,1
0.628,0.484,10,-7.588,1,0.0319,0.469,1.23E-05,0.126,0.642,63.476,216627,4,0,0,0,0,0,0,0,0,0,0,1
0.803,0.571,2,-6.937,1,0.296,0.0169,0,0.252,0.101,140.002,208504,4,0,0,1,0,0,1,0,0,1,0,1
0.795,0.759,6,-6.348,1,0.0528,0.0793,0,0.0805,0.855,110.021,196360,4,0,0,1,0,0,0,1,0,0,0,1
0.684,0.823,9,-3.297,0,0.0773,0.0744,0,0.111,0.647,91.048,208163,4,0,0,1,0,0,0,0,0,1,0,1
0.658,0.878,1,-3.875,1,0.123,0.00792,0,0.944,0.683,122.015,186653,4,0,0,1,1,0,0,0,0,1,0,1
0.55,0.598,11,-5.402,0,0.0831,0.132,2.58E-06,0.0955,0.543,83.836,232496,4,1,0,0,0,1,0,0,0,0,1,1
0.796,0.777,11,-6.112,0,0.0567,0.0276,2.87E-05,0.095,0.96,141.97,202720,4,0,0,1,0,0,0,1,0,0,0,1
0.618,0.693,7,-5.943,0,0.45,0.246,0,0.112,0.454,170.982,283551,4,1,1,0,0,0,0,0,0,0,0,1
0.697,0.691,2,-4.757,1,0.146,0.214,0,0.185,0.305,137.853,239293,4,1,1,1,0,0,0,0,0,0,0,1
0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987,160000,5,1,1,1,0,0,0,0,0,0,0,1
0.895,0.739,8,-6.633,1,0.283,0.0183,7.61E-06,0.102,0.763,140.007,219340,4,1,1,0,0,1,0,0,0,0,0,1
0.782,0.51,4,-5.724,0,0.0419,0.143,0,0.115,0.118,99.993,143375,4,1,1,0,0,0,0,1,0,0,0,1
0.735,0.197,3,-13.378,0,0.537,0.768,0.000276,0.296,0.383,147.899,129720,4,1,1,0,0,0,0,0,0,0,0,1
0.653,0.869,5,-3.725,1,0.0382,0.128,2.20E-05,0.046,0.697,122.017,197347,4,0,0,1,0,0,1,0,1,0,0,1
0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4,1,1,0,0,0,0,0,0,0,0,1
0.824,0.457,6,-5.428,1,0.0543,0.167,0,0.041,0.95,87.977,187427,4,0,0,1,0,0,0,0,0,0,0,1
0.726,0.708,7,-6.908,0,0.356,0.303,0,0.348,0.417,105.084,200133,4,0,0,1,0,0,0,0,0,0,0,1
0.779,0.805,1,-3.121,1,0.178,0.018,0,0.321,0.557,145.68,213413,4,1,1,0,0,0,0,0,0,0,0,1
0.811,0.645,1,-8.008,0,0.104,0.184,0,0.103,0.474,129.967,173761,4,1,1,0,0,0,0,0,0,0,0,1
0.646,0.899,6,-2.232,1,0.298,0.0337,0,0.232,0.685,164.119,219507,4,1,1,0,0,1,0,0,0,0,0,1
0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,245387,4,1,1,0,0,0,0,0,1,0,0,1
0.458,0.966,1,-2.107,1,0.384,0.14,0,0.11,0.356,183.586,286960,4,1,1,0,0,0,0,0,0,0,0,1
0.515,0.876,0,-4.286,1,0.0603,0.0123,0,0.124,0.917,185.967,156773,4,0,0,1,0,0,0,0,0,1,0,1
0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45E-06,0.0895,0.362,93.958,195000,4,0,0,1,1,0,0,0,0,1,0,1
0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,183000,4,0,0,1,0,0,0,0,1,0,0,1
0.885,0.94,1,-5.908,1,0.0913,0.161,0,0.0675,0.773,110.005,162347,4,1,1,0,0,0,0,0,0,0,0,1
