Track Name,Artist,Streams,URL,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Label
Distant,Maes,900433,https://open.spotify.com/track/1Sb7QJRawbARgpMqyYNMkT,1Sb7QJRawbARgpMqyYNMkT,0.7859999999999999,0.732,4,-6.254,0,0.17600000000000002,0.545,0.0,0.0643,0.447,105.031,audio_features,1Sb7QJRawbARgpMqyYNMkT,spotify:track:1Sb7QJRawbARgpMqyYNMkT,https://api.spotify.com/v1/tracks/1Sb7QJRawbARgpMqyYNMkT,https://api.spotify.com/v1/audio-analysis/1Sb7QJRawbARgpMqyYNMkT,162013,4,0
Dybala,Maes,866308,https://open.spotify.com/track/4Nfak8iMF4kQfQ6Pa8Z79m,4Nfak8iMF4kQfQ6Pa8Z79m,0.7290000000000001,0.721,10,-5.83,0,0.0761,0.256,0.0,0.111,0.537,132.304,audio_features,4Nfak8iMF4kQfQ6Pa8Z79m,spotify:track:4Nfak8iMF4kQfQ6Pa8Z79m,https://api.spotify.com/v1/tracks/4Nfak8iMF4kQfQ6Pa8Z79m,https://api.spotify.com/v1/audio-analysis/4Nfak8iMF4kQfQ6Pa8Z79m,211227,4,0
I HATE EVERYBODY,Halsey,804865,https://open.spotify.com/track/35FjZytt5TukIgJD86UybL,35FjZytt5TukIgJD86UybL,0.679,0.19699999999999998,5,-7.077999999999999,1,0.0331,0.13699999999999998,0.0,0.0887,0.5589999999999999,79.50399999999999,audio_features,35FjZytt5TukIgJD86UybL,spotify:track:35FjZytt5TukIgJD86UybL,https://api.spotify.com/v1/tracks/35FjZytt5TukIgJD86UybL,https://api.spotify.com/v1/audio-analysis/35FjZytt5TukIgJD86UybL,171016,4,0
Tudo Ok,Thiaguinho MT,1084284,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS,4HUZBG98TYbxSR9V1V2DWS,0.8140000000000001,0.755,11,-6.164,0,0.0942,0.239,0.0,0.306,0.963,79.976,audio_features,4HUZBG98TYbxSR9V1V2DWS,spotify:track:4HUZBG98TYbxSR9V1V2DWS,https://api.spotify.com/v1/tracks/4HUZBG98TYbxSR9V1V2DWS,https://api.spotify.com/v1/audio-analysis/4HUZBG98TYbxSR9V1V2DWS,178500,4,0
Break My Stride,Matthew Wilder,1005122,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.07700000000001,audio_features,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,184480,4,0
Unbekannt,Bozza,782593,https://open.spotify.com/track/0iqichhGnbEy9w6p4sytpW,0iqichhGnbEy9w6p4sytpW,0.583,0.687,0,-5.756,1,0.149,0.129,1.15e-05,0.24100000000000002,0.16,94.64200000000001,audio_features,0iqichhGnbEy9w6p4sytpW,spotify:track:0iqichhGnbEy9w6p4sytpW,https://api.spotify.com/v1/tracks/0iqichhGnbEy9w6p4sytpW,https://api.spotify.com/v1/audio-analysis/0iqichhGnbEy9w6p4sytpW,156327,4,0
Simmer,Hayley Williams,803506,https://open.spotify.com/track/4O2XaXdnpyUPj90lNq1bIR,4O2XaXdnpyUPj90lNq1bIR,0.7809999999999999,0.598,7,-7.417999999999999,1,0.043,0.213,0.00271,0.11800000000000001,0.36200000000000004,109.97,audio_features,4O2XaXdnpyUPj90lNq1bIR,spotify:track:4O2XaXdnpyUPj90lNq1bIR,https://api.spotify.com/v1/tracks/4O2XaXdnpyUPj90lNq1bIR,https://api.spotify.com/v1/audio-analysis/4O2XaXdnpyUPj90lNq1bIR,266116,4,0
Calmo,Shiva,788015,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI,6A5qLjVbEC2vNlu17tsExI,0.579,0.8240000000000001,7,-5.356,1,0.29600000000000004,0.0722,0.0,0.259,0.47700000000000004,165.854,audio_features,6A5qLjVbEC2vNlu17tsExI,spotify:track:6A5qLjVbEC2vNlu17tsExI,https://api.spotify.com/v1/tracks/6A5qLjVbEC2vNlu17tsExI,https://api.spotify.com/v1/audio-analysis/6A5qLjVbEC2vNlu17tsExI,151084,4,0
What If I Told You That I Love You,Ali Gatie,1994837,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,3cqPu20DGTGUoZtbJH2Dmi,0.605,0.365,7,-11.144,1,0.111,0.63,6.83e-06,0.0554,0.22399999999999998,84.62799999999999,audio_features,3cqPu20DGTGUoZtbJH2Dmi,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,https://api.spotify.com/v1/tracks/3cqPu20DGTGUoZtbJH2Dmi,https://api.spotify.com/v1/audio-analysis/3cqPu20DGTGUoZtbJH2Dmi,193668,4,0
Forever Yours - Avicii Tribute,Kygo,1648616,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf,3o1CUVeHIid49sabk6A6Nf,0.529,0.612,10,-8.794,1,0.052000000000000005,0.253,0.0,0.24600000000000002,0.434,119.272,audio_features,3o1CUVeHIid49sabk6A6Nf,spotify:track:3o1CUVeHIid49sabk6A6Nf,https://api.spotify.com/v1/tracks/3o1CUVeHIid49sabk6A6Nf,https://api.spotify.com/v1/audio-analysis/3o1CUVeHIid49sabk6A6Nf,193847,4,0
